IDRSSD,RCFD2930,RCFD2932,RCFD2938,RCFD3049,RCFD3066,RCFD3552,RCFD3553,RCFD3554,RCFD3646,RCFDB557,RCFDC011,RCFDC012,RCFDLB56,RCON2930,RCON2932,RCON2938,RCON3049,RCON3066,RCON3552,RCON3553,RCON3554,RCON3645,RCON3646,RCONB557,RCONC011,RCONC012,RCONLB56,TEXT3552,TEXT3553,TEXT3554,
593333,,,,,,,,,,,,,,852,0,56,0,0,0,0,0,374,422,0,0,0,0,,,,
593771,,,,,,,,,,,,,,157,0,64,0,0,0,0,0,60,33,0,0,0,0,,,,
593940,,,,,,,,,,,,,,200,,0,0,,,,,142,58,0,,,,,,,
594433,,,,,,,,,,,,,,21316,0,2430,0,0,0,0,0,10719,6628,1539,0,2349,0,,,,
594451,,,,,,,,,,,,,,10538,0,7141,0,0,702,0,0,1365,1546,486,2264,0,4175,Other,,,
594853,,,,,,,,,,,,,,22342,0,19429,0,0,0,0,0,1741,1,1171,10754,0,5962,,,,
594938,,,,,,,,,,,,,,4042,0,3519,0,770,604,0,0,313,210,0,1568,0,0,SERP Accrual,,,
594947,,,,,,,,,,,,,,26988,,2717,0,1133,,,,8582,12340,3349,,,1584,,,,
595270,,,,,,,,,,,,,,280860,,67668,21150,,,,,23789,153955,14298,,,33294,,,,
595337,,,,,,,,,,,,,,476,0,0,0,0,0,0,0,460,16,0,0,0,0,,,,
595430,,,,,,,,,,,,,,14970,,7004,2320,,,,,1855,2328,1463,,,3997,,,,
595869,331123,0,247482,0,0,92895,0,0,37330,9574,0,0,0,,,,,,,,,36737,,,,,,UNFUNDED COMMITMENT- LOW INCOME HOUSING,,,
595944,,,,,,,,,,,,,,933,0,433,0,0,0,0,0,413,87,0,433,0,0,,,,
596062,,,,,,,,,,,,,,10381,0,5529,0,0,0,0,0,1623,2459,770,4873,0,0,,,,
596156,,,,,,,,,,,,,,6737,,4059,0,,3979,,,1025,1626,27,,,,ROU LIABILITY,,,
596277,,,,,,,,,,,,,,400,0,271,0,0,271,0,0,3,126,0,0,0,0,Escrow,,,
596455,,,,,,,,,,,,,,1110,0,19,0,0,0,0,0,731,270,90,0,0,0,,,,
596978,,,,,,,,,,,,,,1421,0,742,0,0,194,0,0,286,386,7,0,0,525,Bank Expense Vouchers,,,
597041,,,,,,,,,,,,,,1100,0,259,45,0,0,0,0,512,159,125,194,0,0,,,,
597313,,,,,,,,,,,,,,2867,0,1048,0,0,330,0,0,321,1436,62,0,0,0,Lease Liability,,,
597452,,,,,,,,,,,,,,7235,0,4803,214,0,3212,0,0,1698,450,70,0,0,0,Ln Builders Funds,,,
597546,,,,,,,,,,,,,,6532,0,4392,0,0,0,0,0,381,1665,94,3444,0,0,,,,
597658,,,,,,,,,,,,,,495,0,11,0,0,0,0,0,169,315,0,0,0,0,,,,
598002,,,,,,,,,,,,,,6514,,3747,0,,,,,320,2174,273,,,2256,,,,
598048,,,,,,,,,,,,,,6021,0,1148,0,0,697,0,0,830,3747,296,0,0,0,ATM Settlement,,,
598132,,,,,,,,,,,,,,232,0,0,0,0,0,0,0,27,180,25,0,0,0,,,,
598543,,,,,,,,,,,,,,542,0,0,0,0,0,0,0,362,180,0,0,0,0,,,,
599643,,,,,,,,,,,,,,908,165,168,0,0,0,0,0,504,236,0,0,0,0,,,,
599764,,,,,,,,,,,,,,51204,,10763,0,,,,,6142,27674,6625,8780,,,,Allow Mtg Repurchase,Investments Purchased not Settled,
600419,,,,,,,,,,,,,,33771,0,22522,0,0,11312,6826,0,4879,4612,1758,0,0,0,Due to Broker/Counterpart IR Derivative,Intrinsic Value - Back to Back Swaps,,
601032,,,,,,,,,,,,,,351,,306,0,,,,,20,25,0,306,,,,,,
601041,,,,,,,,,,,,,,473,,0,11,,,,,196,266,0,,,,Bonuses,,,
601050,,,,,,,,,,,,,,562733,,383300,5998,197836,,,,47375,105356,20704,76,36633,28600,,,,
601153,,,,,,,,,,,,,,1559,0,627,0,0,0,0,0,506,426,0,627,0,0,,,,
601416,,,,,,,,,,,,,,144344,,84804,0,,49510,,,24362,32105,3073,,,33589,Collateral due to Broker,,,
601443,,,,,,,,,,,,,,2380,0,471,0,471,0,0,0,1333,276,300,0,0,0,,,,
601658,,,,,,,,,,,,,,2740,0,0,0,0,0,0,0,1704,1036,0,0,0,0,,,,
602048,,,,,,,,,,,,,,8677,0,3342,0,0,1355,0,0,2571,2764,0,1220,0,0,ALL OTHER,,,
602543,,,,,,,,,,,,,,5472,0,4826,0,0,3455,0,0,458,113,75,0,0,0,CDARs/ICS In-Clearing,,,
602842,,,,,,,,,,,,,,9,0,1,0,0,0,0,0,8,0,0,0,0,0,,,,
603232,,,,,,,,,,,,,,656,,247,0,217,30,,,247,162,0,,,,Debit card clearning,,,
603540,,,,,,,,,,,,,,375,0,216,0,0,0,0,0,116,43,0,0,0,0,,,,
603559,,,,,,,,,,,,,,161,0,0,0,0,0,0,0,48,87,26,0,0,0,,,,
603755,,,,,,,,,,,,,,382,0,155,0,0,0,0,0,61,130,36,155,0,0,,,,
604024,,,,,,,,,,,,,,6078,0,1319,0,957,362,0,0,1114,3280,365,0,0,0,ATM/debit card settlement,,,
604033,,,,,,,,,,,,,,42,0,2,0,0,0,0,0,25,15,0,0,0,0,,,,
604547,,,,,,,,,,,,,,1977,0,485,69,0,0,0,0,474,889,60,451,0,0,Accrued Pension Obligation,,,
604640,,,,,,,,,,,,,,1094,,481,0,,,,,129,484,0,479,,,,,,
605571,,,,,,,,,,,,,,207,0,59,0,0,0,0,0,148,0,0,0,0,0,RE TAXES,,,
605610,,,,,,,,,,,,,,3315,0,1654,0,0,0,0,0,68,1563,30,1654,0,0,,,,
605656,,,,,,,,,,,,,,2537,,341,0,244,,,,1112,1084,0,,,,,,,
606046,,,,,,,,,,,,,,907392,,482963,0,,160649,,,118268,297610,8551,,,195808,Unfunded LIHTC Investment Commitments,,,
606176,,,,,,,,,,,,,,16594,0,13118,0,0,0,0,0,45,2466,965,10255,0,0,,,,
606653,,,,,,,,,,,,,,3991,0,769,0,0,0,0,0,1996,1226,0,0,0,323,CDARS INCOMING RBP,,,
607146,,,,,,,,,,,,,,6308,0,2565,0,0,0,609,0,3380,363,0,792,0,1084,,Def Fee Income,,
608358,,,,,,,,,,,,,,817,0,338,0,0,80,0,0,290,189,0,0,0,0,Deferred Interest Income,,,
608844,,,,,,,,,,,,,,2687,0,673,0,0,462,0,0,308,1556,150,0,0,0,FASB 91 Unearned Fees,,,
609010,,,,,,,,,,,,,,1895,0,893,0,0,562,0,0,248,684,70,0,0,0,POST RETIREMENT BENEFITS PAYABLE,,,
609467,,,,,,,,,,,,,,1727,0,669,0,0,0,0,0,191,780,87,0,0,664,,,,
609476,,,,,,,,,,,,,,2862,0,1978,0,0,1145,532,0,435,384,65,0,0,0,Pension Plan Liability,Construction Loan in Process,,
609609,,,,,,,,,,,,,,19337,0,16262,0,0,0,0,0,1858,1206,11,0,0,15765,,,,
609645,,,,,,,,,,,,,,101,0,0,0,0,0,0,0,101,0,0,0,0,0,,,,
609832,,,,,,,,,,,,,,700,0,36,32,35,0,0,0,274,158,200,1,0,0,,,,
610128,,,,,,,,,,,,,,5823,0,4632,0,0,3424,173,0,239,852,100,996,0,0,Pension Plan Liability,LIHTC Commitment,,
610164,,,,,,,,,,,,,,4736,0,4068,0,574,763,1140,0,262,406,0,0,0,0,DEFERRED LOAN FEES,LT LEASE LIABILITY,,
610539,,,,,,,,,,,,,,314,,20,0,,,,,62,232,0,,,,,,,
610557,,,,,,,,,,,,,,1683,0,396,0,0,0,0,0,367,920,0,0,0,0,,,,
610913,,,,,,,,,,,,,,1309,0,228,0,0,101,0,0,785,284,12,0,0,0,Deferred Revenue,,,
611031,,,,,,,,,,,,,,3673,0,1178,0,0,0,0,0,207,2288,0,1178,0,0,,,,
612159,,,,,,,,,,,,,,1413,0,122,0,0,0,0,0,939,352,0,0,0,0,,,,
612878,,,,,,,,,,,,,,405,0,145,10,0,0,0,0,119,131,0,0,0,0,,,,
613008,,,,,,,,,,,,,,254904,,172668,0,,72623,,,6402,74434,1400,,,52470,Obligation to fund low income housing tax credit investments,,,
613156,,,,,,,,,,,,,,4658,0,2983,0,0,0,0,0,164,1415,96,459,0,2396,,,,
613343,,,,,,,,,,,,,,25979,0,14128,0,0,4021,0,0,6392,4978,481,8368,0,0,Escrow Reserves,,,
613400,,,,,,,,,,,,,,88722,,61645,0,,,1956,,4062,23015,0,5267,44594,,Deferred pension liability,"Deferred income NEFWC, Inc.",,
613558,,,,,,,,,,,,,,6866,0,4740,0,0,0,0,0,966,966,194,4175,0,0,,,,
613679,,,,,,,,,,,,,,5449,,1751,0,970,624,,,1558,1798,342,132,,,Internal / Sweep Accounts,,,
613839,,,,,,,,,,,,,,1562,0,57,0,0,0,0,0,400,981,124,0,0,0,,,,
613950,,,,,,,,,,,,,,180719,0,133981,0,0,0,0,0,4324,39844,2570,0,0,101210,,,,
613978,,,,,,,,,,,,,,306,0,113,0,100,0,0,0,37,109,47,0,0,0,Accounts Payable,,,
614256,,,,,,,,,,,,,,665,0,479,0,0,0,0,0,186,0,0,479,0,0,,,,
614313,,,,,,,,,,,,,,18437,,13506,0,,,,,2852,1169,910,,4537,,,,,
614368,,,,,,,,,,,,,,2727,0,40,0,0,0,0,0,900,1549,238,0,0,0,,,,
614751,,,,,,,,,,,,,,2186,,1555,0,,,,,269,362,0,1555,,,,,,
614948,,,,,,,,,,,,,,2095,0,3,0,0,0,0,0,552,1433,107,0,3,0,,,,
615217,,,,,,,,,,,,,,2923,830,830,0,0,0,0,0,543,1325,225,0,0,0,,,,
615253,,,,,,,,,,,,,,994,0,185,0,0,0,0,0,656,153,0,0,0,0,,,,
615851,,,,,,,,,,,,,,297,0,0,0,0,0,0,0,297,0,0,0,0,0,,,,
615879,,,,,,,,,,,,,,1258,0,71,0,63,8,0,0,738,431,18,0,0,0,Safe Deposit Box/Key Deposits,,,
615954,,,,,,,,,,,,,,10298,0,6647,0,0,0,0,0,591,2243,817,6024,0,623,,,,
616036,,,,,,,,,,,,,,8750,0,2808,0,0,0,0,0,1578,4128,236,2808,0,0,,,,
616540,,,,,,,,,,,,,,1720,0,1112,77,0,39,13,4,325,181,25,1050,0,0,Acc Exp repurchase payable,"state tax, CDARS Incoming RB",TT&L,
617051,,,,,,,,,,,,,,438,0,44,0,0,0,0,0,216,178,0,0,0,0,,,,
617079,,,,,,,,,,,,,,394,0,53,0,3,0,0,0,1,308,32,0,0,0,,,,
617145,,,,,,,,,,,,,,811,0,279,0,0,0,0,0,367,165,0,0,0,0,,,,
617275,,,,,,,,,,,,,,610,,281,62,,,,,108,155,4,280,,,,,,
617743,,,,,,,,,,,,,,953,0,0,15,0,0,0,0,808,124,6,0,0,0,,,,
618647,,,,,,,,,,,,,,290,0,0,0,0,0,0,0,182,98,10,0,0,0,,,,
618740,,,,,,,,,,,,,,6246,0,2778,0,1836,195,0,0,1696,1614,158,291,0,0,Deferred Gain - Signing Bonuses for EFT Related Contracts,,,
618777,,,,,,,,,,,,,,242,0,0,117,0,0,0,0,63,62,0,0,0,0,Other liabilities,,,
618807,,,,,,,,,,,,,,122851,,76894,0,,,,,4513,35413,6031,19331,40757,,,,,
619701,,,,,,,,,,,,,,29795,0,14878,0,0,6065,5668,0,678,13108,1131,0,0,0,credit enhancement,Long Term Lease,,
619859,,,,,,,,,,,,,,878,0,117,0,0,0,0,0,523,230,8,106,0,0,,,,
619877,2394000,0,1091000,0,676000,301000,0,0,1247000,2000,0,0,0,,,,,,,,,54000,,,,,,Credit Card Funding Liability,,,
621151,,,,,,,,,,,,,,393,0,0,0,0,0,0,0,242,151,0,0,0,0,,,,
621245,,,,,,,,,,,,,,625,0,324,0,324,0,0,0,288,13,0,0,0,0,Deferred Directors,,,
621357,,,,,,,,,,,,,,2072,0,0,0,0,0,0,0,520,1482,70,0,0,0,,,,
621441,,,,,,,,,,,,,,3416,0,2244,0,0,0,0,0,389,771,12,2244,0,0,,,,
622037,,,,,,,,,,,,,,2363,0,1593,0,0,410,0,0,179,591,0,868,0,0,Cardholer In Process,,,
622774,,,,,,,,,,,,,,16987,0,13702,0,0,0,0,0,1705,1096,484,11002,0,0,,,,
623052,,,,,,,,,,,,,,856,0,0,0,0,0,0,0,576,226,54,0,0,0,,,,
623454,,,,,,,,,,,,,,3918,722,2560,0,0,946,0,0,768,440,150,704,0,0,Right to Use Leases,,,
623548,,,,,,,,,,,,,,1460,0,886,0,0,723,0,0,252,322,0,0,0,0,Benefit Plan Reserve Liability,Unearned SBA Fees,,
623874,,,,,,,,,,,,,,2663,0,2135,0,0,48,0,0,298,182,48,0,0,0,Accrued Property Taxes,,,
624246,,,,,,,,,,,,,,3367,0,750,162,0,0,688,0,580,1842,33,0,0,0,UNEARNED LOAN FEES,FHLB MPF LOAN PAYMENTS,,
624648,,,,,,,,,,,,,,517,0,0,0,0,0,0,0,407,110,0,0,0,0,,,,
624778,,,,,,,,,,,,,,5503,0,5209,0,0,0,0,0,70,224,0,4354,0,0,,,,
624956,,,,,,,,,,,,,,260,0,1,0,0,1,0,0,65,194,0,0,0,0,Deferred Fee income,,,
625056,,,,,,,,,,,,,,546,0,500,0,0,0,0,0,19,27,0,500,0,0,,,,
625065,,,,,,,,,,,,,,2486,0,966,0,0,356,589,0,145,1375,0,0,0,0,Deferred Income - Loans,Reserve for Unfunded Committments,,
625159,,,,,,,,,,,,,,3897,,5,0,,,,,2935,847,110,,,,,,,
625654,,,,,,,,,,,,,,35310,,17491,0,4877,,,,377,15341,2101,10149,,,,,,
625757,,,,,,,,,,,,,,433,0,90,0,2,0,0,0,68,275,0,0,0,0,,,,
625850,,,,,,,,,,,,,,631,0,125,82,118,7,0,0,301,81,42,0,0,0,Reclassed ATM Card   Cash Advances Uncollected,,,
625953,,,,,,,,,,,,,,1844,0,1518,0,0,1447,0,0,182,144,0,0,0,0,Life Insurance Reserve Liability,,,
626101,,,,,,,,,,,,,,18405,,12429,0,,,,,1393,3292,1291,8530,,3386,,,,
627108,,,,,,,,,,,,,,23781,,8095,14551,289,2094,2900,,129,887,119,,,625,Bank/Official Checks,Retirees Health Insurance Liabilities,,
627854,,,,,,,,,,,,,,673,0,140,0,140,0,0,0,351,182,0,0,0,0,,,,
628039,,,,,,,,,,,,,,363,0,32,0,30,0,0,0,168,125,38,0,0,0,,,,
628123,,,,,,,,,,,,,,2279,,83,0,,,,,583,1042,571,,,,,,,
628356,,,,,,,,,,,,,,1882,0,354,0,0,0,0,0,368,1160,0,341,0,0,,,,
628552,,,,,,,,,,,,,,4168,,529,0,,504,,,2041,1382,216,,,,CDARS IN CLEARING,,,
629148,,,,,,,,,,,,,,3430,0,3075,0,30,0,0,0,147,124,84,3045,0,0,,,,
629353,,,,,,,,,,,,,,4263,0,3231,0,45,1606,0,0,174,765,93,1551,0,0,Loan Escrow,,,
629522,,,,,,,,,,,,,,2507,0,1790,0,0,0,0,0,168,529,20,1732,0,0,,,,
629746,,,,,,,,,,,,,,1042,,63,0,,,,,572,263,144,,,,,,,
630041,,,,,,,,,,,,,,149,0,84,3,82,0,0,0,22,37,3,0,0,0,,,,
630340,,,,,,,,,,,,,,269,0,5,0,0,0,0,0,245,19,0,0,0,0,,,,
630555,,,,,,,,,,,,,,8117,0,4651,0,1,0,0,0,985,1841,640,4508,0,0,,,,
630658,,,,,,,,,,,,,,1404,0,1055,0,0,631,330,0,53,296,0,0,0,0,ATM Balancing,TBL Payables,,
631039,,,,,,,,,,,,,,1506,0,148,0,0,0,0,0,313,886,159,148,0,0,,,,
631150,,,,,,,,,,,,,,2577,0,1847,0,0,0,0,0,512,218,0,1595,0,0,,,,
631178,,,,,,,,,,,,,,3861,,2086,0,87,,,,563,1212,0,1732,,3,,,,
631422,,,,,,,,,,,,,,12046,,6560,0,,,,,4735,403,348,3697,,,,,,
631570,,,,,,,,,,,,,,12327,0,8198,0,0,0,0,0,1356,2716,57,6139,0,0,,,,
632410,,,,,,,,,,,,,,3002,,0,0,,,,,1041,1368,593,,,,,,,
632607,,,,,,,,,,,,,,9119,0,3025,0,0,0,0,0,202,5817,75,0,0,2789,,,,
632858,,,,,,,,,,,,,,1290,,66,0,,,,,804,420,0,,,,,,,
633378,,,,,,,,,,,,,,43354,,22734,0,,6478,,,5661,14163,796,,,15322,Accrued Retirement Plans,,,
633640,,,,,,,,,,,,,,684,0,303,0,0,0,0,0,381,0,0,0,0,0,,,,
634544,,,,,,,,,,,,,,1379,0,453,0,0,0,0,0,712,214,0,452,0,0,,,,
634955,,,,,,,,,,,,,,4089,0,2352,0,0,2035,0,0,177,1560,0,0,0,0,CONTRACTUAL RETIREMENT RESERVE,,,
635840,,,,,,,,,,,,,,4077,0,1890,0,0,169,0,0,344,1370,473,1721,0,0,Accts Payable - Payments in Process,,,
635907,,,,,,,,,,,,,,10567,0,8422,0,0,0,0,0,131,1547,467,0,0,3555,,,,
636276,,,,,,,,,,,,,,3235,0,2161,0,0,0,0,0,177,434,463,1830,0,0,,,,
636753,,,,,,,,,,,,,,284,0,0,0,0,0,0,0,176,62,46,0,0,0,,,,
636771,,,,,,,,,,,,,,82695,,59241,0,,,,,3138,15601,4715,,19266,,,,,
637170,,,,,,,,,,,,,,3764,0,601,0,329,0,0,0,533,2331,299,0,0,0,,,,
637451,,,,,,,,,,,,,,261568,,175527,0,,103401,53860,,8634,68822,8585,,,,Loans Subject to Repurchase Liability,Margin Call Payable,,
637554,,,,,,,,,,,,,,790,,6,0,,,,,24,212,548,,,,,,,
638131,,,,,,,,,,,,,,1139,0,0,0,0,0,0,0,723,416,0,0,0,0,,,,
638355,,,,,,,,,,,,,,452,0,0,0,0,0,0,0,377,57,18,0,0,0,,,,
638850,,,,,,,,,,,,,,1035,,25,627,,,,,92,177,114,,,,,,,
639549,,,,,,,,,,,,,,6320,0,2954,0,868,0,0,0,1851,1027,488,1942,0,0,Def Loan Fees - PPP,,,
639567,,,,,,,,,,,,,,365077,,279977,0,131568,,,,637,84463,0,81320,,,,,,
639633,,,,,,,,,,,,,,2853,0,373,0,0,247,0,0,1726,754,0,0,0,0,Escrow Control,,,
639857,,,,,,,,,,,,,,96,0,46,0,0,0,0,0,46,4,0,0,0,0,,,,
640143,,,,,,,,,,,,,,413,0,0,0,0,0,0,0,60,333,20,0,0,0,,,,
640246,,,,,,,,,,,,,,7633,,5026,0,,,,,1121,1486,0,4664,,,,,,
640442,,,,,,,,,,,,,,2956,0,1703,0,0,0,0,0,1002,240,11,1694,0,0,,,,
640956,,,,,,,,,,,,,,940,0,431,0,0,315,0,0,132,252,125,0,0,0,Real Estate Escrow,,,
641449,,,,,,,,,,,,,,789,0,0,0,0,0,0,0,574,205,10,0,0,0,,,,
641579,,,,,,,,,,,,,,810,0,23,0,0,0,0,0,69,668,50,0,0,0,,,,
642437,,,,,,,,,,,,,,2273,,1106,0,,777,,,481,440,246,,,,Diversified Mortgage Notes Payable,,,
643078,,,,,,,,,,,,,,5522,0,2962,0,0,0,0,0,160,1903,497,0,0,2942,,0,0,
643274,,,,,,,,,,,,,,17,0,0,0,0,0,0,0,1,16,0,0,0,0,,,,
643340,,,,,,,,,,,,,,2847,,10,0,,,,,76,2746,15,,,,,,,
643658,,,,,,,,,,,,,,231,,69,0,,,,,48,49,65,,,,,,,
644057,,,,,,,,,,,,,,36,,0,0,,,,,32,4,0,,,,,,,
644141,,,,,,,,,,,,,,435,0,366,0,136,0,0,0,34,15,20,0,0,230,,,,
644646,,,,,,,,,,,,,,662,0,318,0,0,0,0,0,230,114,0,318,0,0,,,,
644776,,,,,,,,,,,,,,957,,190,0,,,,,121,559,87,,,,,OTHER LIABILITIES,,
644842,,,,,,,,,,,,,,1831,0,473,0,166,132,0,0,1203,155,0,0,0,0,Deferred Revenue,,,
644954,,,,,,,,,,,,,,1552,0,353,0,0,0,0,0,0,1199,0,0,0,0,,,,
644963,,,,,,,,,,,,,,1812,0,870,0,0,0,0,0,694,235,13,870,0,0,,,,
645157,,,,,,,,,,,,,,456,,1,0,,,,,311,144,0,,,,,,,
645317,,,,,,,,,,,,,,27083,,13011,0,4019,5481,,,2027,11391,654,,,,Deferred income,,,
645465,,,,,,,,,,,,,,13472,,8843,0,533,,,,887,3377,365,997,,5589,,,,
645540,,,,,,,,,,,,,,1413,0,0,0,0,0,0,0,568,423,422,0,0,0,,,,
645577,,,,,,,,,,,,,,2789,0,2105,0,0,0,0,0,195,389,100,1370,0,0,,,,
645625,,,,,,,,,,,,,,208298,,119371,0,,,,,7971,71577,9379,,81308,,,,,
646042,,,,,,,,,,,,,,551,0,1,24,0,0,0,0,405,121,0,0,0,0,,,,
646145,,,,,,,,,,,,,,2516,0,947,0,0,689,0,0,890,675,4,0,0,0,ESCROW,,,
646172,,,,,,,,,,,,,,6612,0,5709,0,542,1002,0,426,50,853,0,0,0,0,Employee Insurance Payable,EFT & Check Settlement,Accrued Retirement and 401 K,
646444,,,,,,,,,,,,,,1165,0,281,0,277,0,0,0,235,649,0,0,0,0,,,,
646471,,,,,,,,,,,,,,39,0,0,0,0,0,0,0,21,18,0,0,0,0,,,,
646556,,,,,,,,,,,,,,1428,0,209,0,0,0,0,0,708,357,154,114,0,0,,,,
646743,,,,,,,,,,,,,,2902,0,414,0,2,0,0,1,1470,1018,0,350,58,0,0,,Pbiz Accounts Receivable Program,
646873,,,,,,,,,,,,,,2135,0,544,0,0,0,0,0,27,1564,0,405,0,0,,,,
647218,,,,,,,,,,,,,,2920,0,663,0,0,0,0,0,435,1655,167,0,0,663,,,,
647245,,,,,,,,,,,,,,1959,,28,0,,,,,981,950,0,,,,,,,
647414,,,,,,,,,,,,,,290,,15,0,,,,,146,129,0,,,,,,,
647759,,,,,,,,,,,,,,1869,0,1355,0,0,0,0,0,230,227,57,1345,0,0,,,,
647777,,,,,,,,,,,,,,480,,11,91,,,,,201,177,0,,,,,,,
647955,,,,,,,,,,,,,,282,0,0,0,0,0,0,0,79,203,0,0,0,0,,,,
648130,,,,,,,,,,,,,,9889,,2905,0,,,,,728,5676,580,,,2905,,,,
648242,,,,,,,,,,,,,,23761,,12729,0,,,,,1911,8971,150,,,10580,,,,
648251,,,,,,,,,,,,,,564,0,102,0,0,0,0,0,139,323,0,0,0,0,,,,
648345,,,,,,,,,,,,,,929,0,427,0,0,0,0,0,206,296,0,0,0,0,,,,
648550,,,,,,,,,,,,,,461,0,0,0,0,0,0,0,91,370,0,0,0,0,,,,
649342,,,,,,,,,,,,,,6757,0,3681,0,0,1158,0,0,1121,1955,0,2481,0,0,Settlement account,,,
649632,,,,,,,,,,,,,,893,,149,0,,,,,157,551,36,,,59,,,,
651121,,,,,,,,,,,,,,3464,0,1162,0,0,733,0,0,572,1639,91,0,0,326,Defined Pension Benefit,,,
651149,,,,,,,,,,,,,,604,0,310,0,0,0,0,0,176,118,0,306,0,0,,,,
651158,,,,,,,,,,,,,,579,0,104,0,97,0,0,0,475,0,0,0,0,0,UNEARNED SAFE DEPOSIT FEES 7,,,
651354,,,,,,,,,,,,,,315,0,1,0,0,0,0,0,233,81,0,0,0,0,,,,
651448,11,0,0,0,0,0,0,0,10,0,0,0,0,,,,,,,,,1,,,,,,,,,
651541,,,,,,,,,,,,,,2192,0,13,0,0,0,0,0,1091,1066,22,0,0,0,,,,
651859,,,,,,,,,,,,,,42915,,11532,0,1613,,,,19591,11792,0,4771,,,,,,
651952,,,,,,,,,,,,,,1231,181,1063,0,73,0,0,0,129,39,0,809,0,0,,,,
652043,,,,,,,,,,,,,,3211,0,7,0,0,0,0,0,1471,1733,0,0,0,0,,,,
652070,,,,,,,,,,,,,,1374,0,795,0,0,0,0,0,289,290,0,738,0,0,,,,
652874,,,,,,,,,,,,,,78262,,14576,6831,,,,,25410,31290,155,,,7822,,,,
652959,,,,,,,,,,,,,,57,0,0,0,0,0,0,0,57,0,0,0,0,0,,,,
653134,,,,,,,,,,,,,,1435,0,222,0,0,213,0,0,374,734,105,0,0,0,Deferred unearned commission,,,
653433,,,,,,,,,,,,,,3879,0,3573,0,0,0,0,0,131,175,0,3573,0,0,,,,
653611,,,,,,,,,,,,,,7912,0,4748,0,0,1041,0,0,653,1771,740,1041,0,1737,Accumulated post retirement benefits,,,
653778,,,,,,,,,,,,,,3633,0,2437,0,0,2437,0,0,325,871,0,0,0,0,Unfunded Directors Pension,,,
653947,,,,,,,,,,,,,,3108,0,1071,0,877,0,0,0,1700,337,0,0,0,0,,,,
654047,,,,,,,,,,,,,,327,0,206,0,14,191,0,0,47,74,0,0,0,0,Customer escrow accounts,,,
654300,,,,,,,,,,,,,,1014,,146,487,,,,,11,280,90,,,,,,,
654579,,,,,,,,,,,,,,201,0,188,0,98,0,0,0,0,13,0,90,0,0,Offical Checks Outstanding,,,
655530,,,,,,,,,,,,,,244,0,0,0,0,0,0,0,149,95,0,0,0,0,,,,
655839,,,,,,,,,,,,,,6345,0,1247,0,0,0,0,0,3106,1717,275,0,0,1245,,,,
656032,,,,,,,,,,,,,,2052,0,382,0,0,0,0,0,486,952,232,381,0,0,,,,
656377,,,,,,,,,,,,,,270543,,179301,0,,44800,,,6184,63558,21500,,61089,42169,LIABILITY FOR CRA LOW INCOME HOUSING TAX CREDIT,,,
656470,,,,,,,,,,,,,,25241,0,11077,0,0,0,0,0,2978,10322,864,9382,0,0,,,,
656658,,,,,,,,,,,,,,1730,0,1,1414,0,0,0,0,11,304,0,0,0,0,,,,
656779,,,,,,,,,,,,,,780,0,353,0,0,0,0,0,230,197,0,351,0,0,,,,
657178,,,,,,,,,,,,,,2531,0,112,0,0,0,0,0,211,2208,0,0,0,0,,,,
657271,,,,,,,,,,,,,,30117,,21187,0,,,,,7136,1552,242,,,9128,,,,
657365,,,,,,,,,,,,,,119535,,59991,0,,,,,47460,10075,2009,,,42332,,,,
657459,,,,,,,,,,,,,,45771,,35684,0,,,,,4881,4421,785,16029,,,,,,
657758,,,,,,,,,,,,,,604,0,119,203,118,0,0,0,81,201,0,1,0,0,,,,
657954,,,,,,,,,,,,,,1492,0,855,0,0,0,0,0,312,325,0,329,0,0,,,,
658072,,,,,,,,,,,,,,896,0,508,0,102,0,0,0,268,111,9,406,0,0,,,,
658474,,,,,,,,,,,,,,187,0,161,0,123,0,0,0,11,15,0,0,0,0,,,,
658924,,,,,,,,,,,,,,1091,0,0,0,0,0,0,0,445,646,0,0,0,0,,,,
659341,,,,,,,,,,,,,,2028,0,107,0,0,0,0,0,419,1026,476,0,0,0,,,,
659556,,,,,,,,,,,,,,1010,,252,5,245,,,,248,78,427,,,,,,,
659640,,,,,,,,,,,,,,1293,0,0,0,0,0,0,0,141,1152,0,0,0,0,,,,
659855,,,,,,,,,,,,,,302154,,163784,0,,,18180,33791,41414,91212,5744,,15512,39111,Accrued Int Payable Derivatives,Acquired salary continuation plans,Unearned Income,
660066,,,,,,,,,,,,,,334,0,0,0,0,0,0,0,113,221,0,0,0,0,,,,
660253,,,,,,,,,,,,,,484,0,22,27,21,0,0,0,235,52,148,0,0,1,,,,
660271,,,,,,,,,,,,,,3704,0,611,0,563,0,0,0,566,2457,70,0,0,0,,,,
660570,,,,,,,,,,,,,,6614,0,4402,0,0,2527,0,0,875,1225,112,1579,0,0,ESOP Loan,,,
660655,,,,,,,,,,,,,,34985,,18894,0,677,,,,2356,11535,2200,8816,3017,1696,,,,
660879,,,,,,,,,,,,,,305,0,100,0,0,0,0,0,129,50,26,0,0,0,,,,
660927,,,,,,,,,,,,,,4829,0,3351,0,0,0,0,0,716,295,467,1118,0,1236,,,,
661072,,,,,,,,,,,,,,1239,,844,1,332,,,,158,236,0,512,,,,,,
661157,,,,,,,,,,,,,,114,0,0,25,0,0,0,0,89,0,0,0,0,0,,,,
