IDRSSD,RCFD0211,RCFD0213,RCFD0416,RCFD1286,RCFD1287,RCFD1737,RCFD1738,RCFD1739,RCFD1741,RCFD1742,RCFD1743,RCFD1744,RCFD1746,RCFD1754,RCFD1771,RCFD1772,RCFD1773,RCFD1778,RCFD8496,RCFD8497,RCFD8498,RCFD8499,RCFD8782,RCFD8783,RCFDA248,RCFDA549,RCFDA550,RCFDA551,RCFDA552,RCFDA553,RCFDA554,RCFDA555,RCFDA556,RCFDA557,RCFDA558,RCFDA559,RCFDA560,RCFDA561,RCFDA562,RCFDB838,RCFDB839,RCFDB840,RCFDB841,RCFDB842,RCFDB843,RCFDB844,RCFDB845,RCFDB846,RCFDB847,RCFDB848,RCFDB849,RCFDB850,RCFDB851,RCFDB852,RCFDB853,RCFDB854,RCFDB855,RCFDB856,RCFDB857,RCFDB858,RCFDB859,RCFDB860,RCFDB861,RCFDC026,RCFDC027,RCFDC988,RCFDC989,RCFDG300,RCFDG301,RCFDG302,RCFDG303,RCFDG304,RCFDG305,RCFDG306,RCFDG307,RCFDG308,RCFDG309,RCFDG310,RCFDG311,RCFDG312,RCFDG313,RCFDG314,RCFDG315,RCFDG316,RCFDG317,RCFDG318,RCFDG319,RCFDG320,RCFDG321,RCFDG322,RCFDG323,RCFDG348,RCFDG349,RCFDG350,RCFDG351,RCFDG352,RCFDG353,RCFDG354,RCFDG355,RCFDG356,RCFDG357,RCFDG358,RCFDG359,RCFDG360,RCFDG361,RCFDG362,RCFDG363,RCFDG364,RCFDG365,RCFDG366,RCFDG367,RCFDG368,RCFDG369,RCFDG370,RCFDG371,RCFDG372,RCFDG373,RCFDG374,RCFDG375,RCFDHT50,RCFDHT51,RCFDHT52,RCFDHT53,RCFDHT58,RCFDHT59,RCFDHT60,RCFDHT61,RCFDK142,RCFDK143,RCFDK144,RCFDK145,RCFDK146,RCFDK147,RCFDK148,RCFDK149,RCFDK150,RCFDK151,RCFDK152,RCFDK153,RCFDK154,RCFDK155,RCFDK156,RCFDK157,RCFDMG95,RCON0211,RCON0213,RCON0416,RCON1286,RCON1287,RCON1737,RCON1738,RCON1739,RCON1741,RCON1742,RCON1743,RCON1744,RCON1746,RCON1754,RCON1771,RCON1772,RCON1773,RCON1778,RCON8496,RCON8497,RCON8498,RCON8499,RCON8782,RCON8783,RCONA248,RCONA549,RCONA550,RCONA551,RCONA552,RCONA553,RCONA554,RCONA555,RCONA556,RCONA557,RCONA558,RCONA559,RCONA560,RCONA561,RCONA562,RCONB838,RCONB839,RCONB840,RCONB841,RCONB842,RCONB843,RCONB844,RCONB845,RCONB846,RCONB847,RCONB848,RCONB849,RCONB850,RCONB851,RCONB852,RCONB853,RCONB854,RCONB855,RCONB856,RCONB857,RCONB858,RCONB859,RCONB860,RCONB861,RCONC026,RCONC027,RCONC988,RCONC989,RCONG300,RCONG301,RCONG302,RCONG303,RCONG304,RCONG305,RCONG306,RCONG307,RCONG308,RCONG309,RCONG310,RCONG311,RCONG312,RCONG313,RCONG314,RCONG315,RCONG316,RCONG317,RCONG318,RCONG319,RCONG320,RCONG321,RCONG322,RCONG323,RCONG348,RCONG349,RCONG350,RCONG351,RCONG352,
3555248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,501,3982,3933,0,0,0,0,0,0,0,0,0,0,50514,48889,0,0,0,0,0,1253,1227,23803,0,23803,6291,7405,0,0,0,0,85,0,3698,2898,4709,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,7213,6681,0,0,0,0,0,0,57,56,0,0,0,0,0,0,0,0,,,,,,
3561771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3673,0,0,0,0,0,0,0,0,0,0,0,0,10097,9616,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,0,41,8,325,3902,939,3961,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,4918,4900,0,0,0,0,0,0,0,0,,,,,,
3567269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3425,0,0,0,0,250,250,0,0,0,0,0,0,46803,38259,0,0,0,37282,30440,0,0,0,0,0,250,2940,9090,20097,0,0,0,0,0,1986,0,3897,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3579589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,612880,149238,143824,0,0,65000,58438,0,0,0,0,0,0,1783241,1629877,0,0,0,220518,194610,0,0,80504,112343,101098,101021,301,124803,111128,37458,39054,198,37492,55281,248223,56768,604709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106769,103383,0,0,350700,314323,0,0,0,0,0,0,582534,523205,0,0,0,0,0,0,20172,16521,0,0,0,0,0,
3588312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,14879,0,0,0,0,6174,5841,0,0,0,0,0,0,227473,203873,0,0,0,19145,17012,0,0,235,975,235,14829,13482,33540,2151,0,0,2568,9374,40389,25757,16681,43891,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,37029,30977,0,0,0,0,0,0,0,0,,,,,,
3588424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,166410,8039,7570,0,0,0,0,0,0,0,0,0,0,356184,311037,0,0,0,654,645,3994,3994,7342,4963,2379,44386,31745,69291,1928,0,0,0,0,50120,39216,0,67010,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,71164,60858,0,0,0,0,0,0,0,0,,,,,,
3591004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,27896,0,0,0,0,0,0,0,0,0,0,0,0,60035,55718,0,0,0,37087,33874,0,0,2328,1513,815,3764,3174,14334,10274,0,0,0,0,0,0,0,21844,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,22948,21844,0,0,0,0,0,0,0,0,,,,,,
3592047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,289,0,0,11900,11900,0,0,0,0,0,0,11900,11900,354,315,0,0,0,0,0,0,0,0,0,0,10150,1750,0,26,0,0,0,0,0,289,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,326,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3593307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3594005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,45181,0,0,0,0,9589,8465,0,0,0,0,0,0,881253,802349,0,0,0,393380,343526,0,0,1416,5947,469,4187,9698,230628,237807,0,13058,0,18705,39858,150095,14972,76925,,,,,,,,,,,,,,,,,,,,,,,,,0,5000,0,4999,0,0,73457,71752,0,0,172365,149964,0,0,0,0,0,0,66029,65446,0,0,0,0,0,0,0,0,,,,,,
3594087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,41356,37363,37060,0,0,1972,1816,0,0,0,0,0,0,111187,107365,0,0,0,14103,13178,0,0,43437,33551,9887,14529,12564,1471,0,0,0,0,0,25551,441,4515,4857,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,26287,25992,0,0,0,0,0,0,10140,9372,0,0,0,0,0,0,0,0,,,,,,
3594797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,102393,0,0,0,0,27189,23393,0,0,3876,3649,51807,48062,266728,231628,0,8715,8762,96488,81861,0,0,2807,16517,1815,24841,12693,53869,36498,50,0,25,0,5848,60715,32096,38468,,,,,,,,,,,,,,,,,,,,,,,,,0,17926,0,18318,,,,,,,,,0,0,0,0,0,0,3027,2750,0,0,0,0,2625,2411,41100,39326,,,,,,
3595271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,165,166,143675,131689,0,0,0,44052,39688,0,0,677,2263,669,329,4459,46337,0,314,211,23,68,615,57953,4580,14033,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,119,120,42151,42078,46,46,20668,16941,0,0,0,0,0,0,21278,18613,0,0,0,0,0,0,0,0,,,,,,
3596250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1478,1516,1357,0,0,4849,4170,0,0,0,0,0,0,27793,25578,0,0,0,6981,6224,0,0,740,4310,491,4644,2857,4697,0,0,14,77,81,2581,2202,350,3274,,,,,,,,,,,,,,,,,,,,,,,,,0,4061,0,4074,,,,,,,,,0,0,0,0,0,0,3757,3624,0,0,0,0,0,0,0,0,,,,,,
3596894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2721,2926,2924,0,0,14275,13471,0,0,501,466,10651,9470,39694,37429,0,10651,9470,0,0,1355,1315,6999,6384,4380,7168,1199,8536,507,0,0,0,167,2805,6248,3621,7065,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,2173,1892,0,0,0,0,0,0,0,0,,,,,,
3597211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116535,105853,0,130067,127711,58519,55616,49520,48143,975,924,499,494,308217,282208,302342,292771,0,123601,111641,102364,97268,5589,5563,177733,54505,127425,188950,91373,133605,179,0,27,0,0,1429,3495,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,6,6,1178,1130,4277,3768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3599804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3776,3342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,77,1779,1404,51,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,52,51,0,0,0,0,0,0,0,0,,,,,,
3603961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,33770,0,0,500,447,8470,7644,0,0,0,0,11916,11534,36993,34409,0,2705,2711,4562,4410,0,0,0,450,0,7694,5035,2081,0,1349,8,70,94,5735,5885,6579,11341,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,12371,11701,2145,2023,10134,9210,0,0,0,0,0,0,0,0,,,,,,
3608751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,31941,29984,0,0,0,0,0,0,0,0,0,0,472594,382592,0,0,0,410,381,5000,3759,21605,10553,21605,9564,21257,46065,6586,0,0,8603,6900,9695,170268,0,71495,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,77783,61363,0,0,0,0,0,0,0,0,,,,,,
3610718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1500,1105,0,0,0,0,22158,21006,58181,50398,0,2670,2301,5160,4405,6743,6408,1993,420,1993,15598,9318,11205,0,0,0,0,7935,5353,12432,935,7367,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,7520,6564,0,0,0,0,0,0,0,0,,,,,,
3614837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,26418,0,0,9740,8590,7092,7056,0,0,3991,3979,22209,20540,99496,89212,0,6209,5878,0,0,3000,2947,25531,12455,16894,15383,6053,1768,0,0,0,0,0,16941,38684,2497,744,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2687,2400,1761,1614,60400,51465,0,0,0,0,0,0,1588,1548,0,0,0,0,0,0,1754,1693,,,,,,
3614846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10252,10589,0,0,0,0,0,0,0,0,0,0,0,1770,8819,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,10589,0,10252,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3614958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,69973,19959,19685,40744,37222,0,0,0,0,0,0,94679,83988,31635,30624,0,3067,2542,0,0,0,0,36816,23299,14677,18471,3010,7839,0,878,0,687,924,10822,16299,13308,15087,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,15087,12284,0,0,,,,,,
3614976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,16733,0,0,0,0,18000,15483,0,0,0,0,264,252,197245,161181,0,264,252,1429,1364,0,0,994,982,1730,13180,2609,6749,370,0,0,0,90,19219,113674,72,2771,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,3640,2843,0,0,0,0,0,0,0,0,,,,,,
3617856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8892,18025,17331,0,0,0,0,0,0,0,0,0,0,25835,24762,0,0,0,0,0,0,0,7535,2983,4552,14486,932,0,0,0,0,0,49,1761,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1888,1809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3619216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,133737,59896,52607,0,0,0,0,0,0,0,0,0,0,248819,218636,0,0,0,86481,71043,0,0,2,17060,0,0,52607,54961,16082,24366,2,257,81,836,11816,4116,36454,,,,,,,,,,,,,,,,,,,,,,,,,0,7439,0,7439,,,,,,,,,0,0,0,0,0,0,43032,38619,0,0,0,0,0,0,2100,1950,,,,,,
3623110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3687,3530,3000,2611,0,0,0,0,5551,5078,6214,5675,0,1864,1548,0,0,0,0,0,1359,0,6298,1272,1864,0,0,0,0,0,433,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3623969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5428,0,0,0,0,0,0,0,0,0,0,36930,33895,0,0,0,26444,24231,0,0,0,0,1002,250,752,2738,4988,15242,11441,0,0,0,0,0,1519,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3626184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2036,2745,2661,0,0,0,0,0,0,0,0,0,0,4770,4425,0,0,0,437,383,0,0,496,1496,0,944,344,995,645,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3626858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,11669,0,0,0,0,0,0,0,0,0,0,4519,4591,32257,30038,0,4519,4591,6105,5420,0,0,2297,6099,2278,3528,8351,7285,0,43,158,0,0,2687,2833,813,482,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,1334,1295,0,0,0,0,0,0,0,0,,,,,,
3629420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,25441,9699,8694,0,0,12513,11432,0,0,0,0,19621,16060,195770,184510,0,19621,16060,45661,40899,0,0,14733,29890,4987,9297,5832,42713,23981,0,0,0,0,2385,1975,50750,32320,,,,,,,,,,,,,,,,,,,,,,,,,0,13000,0,12879,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68572,65700,,,,,,
3629484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5784,15300,15318,0,0,0,0,0,0,0,0,0,0,38078,35167,0,0,0,12214,11097,0,0,706,0,0,4828,4612,15985,990,0,0,0,187,1207,6501,857,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,865,857,0,0,0,0,0,0,0,0,,,,,,
3630323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,89690,84384,0,0,5054,5090,0,0,291708,286167,0,0,0,1000,1003,0,0,7399,23720,14522,39541,17111,14395,0,0,0,50,74,14161,120694,0,41897,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,38680,38892,0,0,0,0,0,0,0,0,,,,,,
3633016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,22578,1465,1317,0,0,734,654,0,0,0,0,0,0,43614,37537,0,0,0,19210,16346,500,451,790,0,1241,2649,3500,15117,1745,0,0,952,245,5372,6714,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3633173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,60103,4989,4965,0,0,16784,16643,0,0,0,0,22150,18757,39981,39317,0,2469,2368,504,500,0,0,10667,16310,5592,603,1237,1116,0,0,9,58,123,7244,18285,9732,1158,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1553,1295,2310,1981,17848,14829,4476,4338,0,0,0,0,0,0,10918,10890,0,0,0,0,0,0,0,0,,,,,,
3635029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,17726,0,0,0,0,7000,6547,0,0,0,0,0,0,27000,24273,0,0,0,0,0,0,0,0,0,4847,1700,9039,8687,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3635551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10119,9775,0,0,0,0,0,0,0,0,0,0,0,10119,9775,0,0,0,0,0,0,0,0,0,6048,1001,5047,4071,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3636259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2433,2350,0,0,0,0,0,0,0,0,0,0,735,0,1615,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,2350,0,2433,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
