"ACQ_BRANCHES","ACQ_BRANCHES_HREF","ACQ_CERT","ACQ_CHARTAGENT","ACQ_CHARTER","ACQ_CLASS","ACQ_CLASS_TYPE","ACQ_CLASS_TYPE_DESC","ACQ_CLCODE","ACQ_CNTYNAME","ACQ_CNTYNUM","ACQ_FDICREGION","ACQ_FDICREGION_DESC","ACQ_INSAGENT1","ACQ_INSAGENT2","ACQ_INSTNAME","ACQ_LATITUDE","ACQ_LONGITUDE","ACQ_ORGTYPE_NUM","ACQ_ORG_EFF_DTE","ACQ_PADDR","ACQ_PADDR2","ACQ_PCITY","ACQ_PSTALP","ACQ_PSTNUM","ACQ_PZIP5","ACQ_PZIPREST","ACQ_REGAGENT","ACQ_TRUST","ACQ_UNINUM","ASSISTED_PAYOUT_FLAG","BANK_INSURED","CHANGECODE","CHANGECODE_DESC","CHANGECODE_DESC_LONG","CHARTER_COM_TO_OTHER_FLAG","CHARTER_COM_TO_OTS_FLAG","CHARTER_OTHER_TO_COM_FLAG","CHARTER_OTS_TO_COM_FLAG","CLASS","CLASS_CHANGE_FLAG","CLASS_TYPE","CLASS_TYPE_DESC","EFFDATE","EFFYEAR","ENDDATE","ENDYEAR","FAILED_COM_TO_COM_FLAG","FAILED_OTHER_TO_COM_FLAG","FAILED_OTS_TO_COM_FLAG","FAILED_OTS_TO_OTS_FLAG","FAILED_RTC_FLAG","FRM_CLASS","FRM_CLASS_TYPE","FRM_CLASS_TYPE_DESC","FRM_INSAGENT1","FRM_LATITUDE","FRM_LONGITUDE","FRM_ORGTYPE_NUM","FRM_PSTALP","FRM_PSTNUM","FRM_REGAGENT","ID","INSAGENT1","INSAGENT1_CHANGE_FLAG","INSURED_COM_FLAG","INSURED_OTS_FLAG","NEW_CHARTER_DENOVO_FLAG","NEW_CHARTER_FLAG","ORGTYPE_NUM","ORG_ROLE_CDE","ORG_STAT_FLG","OUT_CERT","OUT_CHARTAGENT","OUT_CHARTER","OUT_CLASS","OUT_CLASS_TYPE","OUT_CLASS_TYPE_DESC","OUT_CLCODE","OUT_CNTYNAME","OUT_CNTYNUM","OUT_FDICREGION","OUT_FDICREGION_DESC","OUT_INSAGENT1","OUT_INSAGENT2","OUT_INSTNAME","OUT_LATITUDE","OUT_LONGITUDE","OUT_ORGTYPE_NUM","OUT_PADDR","OUT_PADDR2","OUT_PCITY","OUT_PSTALP","OUT_PSTNUM","OUT_PZIP5","OUT_PZIPREST","OUT_REGAGENT","OUT_TRUST","OUT_UNINUM","PROCDATE","PROCYEAR","PSTALP","REGAGENT","REGAGENT_CHANGE_FLAG","RELOCATE_FLAG","REPORT_TYPE","STNUM","SUR_CERT","SUR_CHANGECODE","SUR_CHANGECODE_DESC","SUR_CHARTAGENT","SUR_CHARTER","SUR_CLASS","SUR_CLASS_TYPE","SUR_CLASS_TYPE_DESC","SUR_CLCODE","SUR_CNTYNAME","SUR_CNTYNUM","SUR_FDICREGION","SUR_FDICREGION_DESC","SUR_INSAGENT1","SUR_INSAGENT2","SUR_INSTNAME","SUR_LATITUDE","SUR_LONGITUDE","SUR_MADDR","SUR_MADDR2","SUR_MCITY","SUR_MSTALP","SUR_MSTATE","SUR_MZIP5","SUR_ORGTYPE_NUM","SUR_PADDR","SUR_PADDR2","SUR_PCITY","SUR_PSTALP","SUR_PSTNUM","SUR_PZIP5","SUR_PZIPREST","SUR_REGAGENT","SUR_TRUST","TRANSNUM","UNASSIST_COM_TO_COM_FLAG","UNASSIST_COM_TO_OTS_FLAG","UNASSIST_OTHER_TO_COM_FLAG","UNASSIST_OTS_TO_COM_FLAG","UNASSIST_OTS_TO_OTS_FLAG","UNINUM","VOLUNTARY_LIQUIDATION_FLAG","WITHDRAW_INSURANCE_COM_FLAG","CERT"
"1","/history?filters=TRANSNUM:201904222 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","3108","OCC","4265","N","C","Commercial","3","MONTAGUE","337","13","DALLAS","DIF","","Legend Bank, N.A.","33.559884","-97.8481","10","2007-11-10T00:00:00","101 WEST TARRANT","","BOWIE","TX","48","76230","0000","OCC","","1983","0","Y","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance,[object Object],. ,A link to FDIC closing information for ,The Enloe State Bank, (,[object Object],):, ,[object Object]","0","0","0","0","N","1","C","Commercial","2019-05-31T00:00:00","2019","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","0","TX","0","FDIC","201904222_211_6876_1983_6876","DIF","0","0","0","0","0","10","FI","N","10716","STATE","0","NM","C","Commercial","21","DELTA","119","13","DALLAS","DIF","","The Enloe State Bank","33.397964","-95.592521","10","45 TEXAS HIGHWAY 24 NORTH","","COOPER","TX","48","75432","0000","FDIC","","6876","2019-06-03T00:00:00","2019","TX","OCC","1","0","211","48","3108","811","FDIC ASSISTED MERGER","OCC","4265","N","C","Commercial","3","MONTAGUE","337","13","DALLAS","DIF","","Legend Bank, N.A.","33.559884","-97.8481","P.O. BOX  1081","","BOWIE","TX","TEXAS","76230","10","101 WEST TARRANT","","BOWIE","TX","48","76230","0000","OCC","","201904222","0","0","0","0","0","6876","0","0",""
"1","/history?filters=TRANSNUM:201910426 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","267","STATE","0","NM","C","Commercial","21","BOYD","19","9","CHICAGO","DIF","","Kentucky Farmers Bank Corporation","38.417695","-82.598491","10","2010-09-09T00:00:00","2500 BROADWAY","","CATLETTSBURG","KY","21","41129","0000","FDIC","Full","214","0","Y","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance,[object Object],. ,A link to FDIC closing information for ,Louisa Community Bank, (,[object Object],):, ,[object Object]","0","0","0","0","NM","0","C","Commercial","2019-10-25T00:00:00","2019","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","10","KY","21","FDIC","201910426_211_439964_214_439964","DIF","0","0","0","0","0","10","FI","N","58112","STATE","0","NM","C","Commercial","21","LAWRENCE","127","9","CHICAGO","DIF","","Louisa Community Bank","38.10776357063338","-82.60086662659273","10","4393 HIGHWAY 2565","","LOUISA","KY","21","41230","0000","FDIC","","439964","2019-10-29T00:00:00","2019","KY","FDIC","0","0","211","21","267","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","BOYD","19","9","CHICAGO","DIF","","Kentucky Farmers Bank Corporation","38.417695","-82.598491","6313 Us Route 60","","ASHLAND","KY","KENTUCKY","41102","10","2500 BROADWAY","","CATLETTSBURG","KY","21","41129","0000","FDIC","Full","201910426","0","0","0","0","0","439964","0","0",""
"1","/history?filters=TRANSNUM:201910432 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","2286","STATE","0","NM","C","Commercial","21","DELAWARE","41","9","CHICAGO","DIF","","Buckeye State Bank","40.15829770191587","-83.09952592676987","10","2019-03-28T00:00:00","9494 WEDGEWOOD BOULEVARD","","POWELL","OH","39","43065","0000","FDIC","","1512","0","Y","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance,[object Object],. ,A link to FDIC closing information for ,Resolute Bank, (,[object Object],):, ,[object Object]","0","0","0","0","NM","1","C","Commercial","2019-10-25T00:00:00","2019","9999-12-31T00:00:00","9999","0","0","1","0","0","SB","S","Savings","DIF","0","0","115","OH","39","OCC","201910432_211_446070_1512_446070","DIF","0","0","0","0","0","10","FI","N","58317","OCC","718042","SB","S","Savings","33","LUCAS","95","9","CHICAGO","DIF","","Resolute Bank","41.578208","-83.694179","115","3425 BRIARFIELD BOULEVARD SUITE 100","","MAUMEE","OH","39","43537","0000","OCC","","446070","2019-10-29T00:00:00","2019","OH","FDIC","1","0","211","39","2286","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","DELAWARE","41","9","CHICAGO","DIF","","Buckeye State Bank","40.15829770191587","-83.09952592676987","P.O. BOX  278","","DE GRAFF","OH","OHIO","43318","10","9494 WEDGEWOOD BOULEVARD","","POWELL","OH","39","43065","0000","FDIC","","201910432","0","0","0","0","0","446070","0","0",""
"3","/history?filters=TRANSNUM:201910574 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","14679","STATE","0","NM","C","Commercial","21","DISTRICT OF COLUMBIA","1","2","NEW YORK","DIF","","Industrial Bank","38.94933131008844","-77.0274112266616","10","2010-09-30T00:00:00","4812 Georgia Ave Nw","","WASHINGTON","DC","11","20011","0000","FDIC","","9180","0","Y","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance,[object Object],. ,A link to FDIC closing information for ,City National Bank of New Jersey, (,[object Object],):, ,[object Object]","0","0","0","0","NM","1","C","Commercial","2019-11-01T00:00:00","2019","9999-12-31T00:00:00","9999","1","0","0","0","0","N","C","Commercial","DIF","0","0","0","NJ","0","OCC","201910574_211_14592_9180_14592","DIF","0","0","0","0","0","10","FI","N","21111","OCC","0","N","C","Commercial","3","ESSEX","13","2","NEW YORK","DIF","","City National Bank of New Jersey","40.74057828419791","-74.17113473791007","10","54 HALSEY STREET","","NEWARK","NJ","34","07102","0000","OCC","","14592","2019-11-04T00:00:00","2019","DC","FDIC","1","1","211","11","14679","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","DISTRICT OF COLUMBIA","1","2","NEW YORK","DIF","","Industrial Bank","38.949412","-77.027086","1900 John Hanson Ln","","OXON HILL","MD","MARYLAND","20745","10","4812 Georgia Ave Nw","","WASHINGTON","DC","11","20011","0000","FDIC","","201910574","0","0","0","0","0","14592","0","0",""
"1","/history?filters=TRANSNUM:202000852 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","16810","STATE","0","NM","C","Commercial","21","SEWARD","159","11","KANSAS CITY","DIF","","Farmers and Merchants Bank","40.77418","-97.051898","10","2008-02-19T00:00:00","617 FIRST STREET","","MILFORD","NE","31","68405","0000","FDIC","Limited","10915","0","Y","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance,[object Object],. ,A link to FDIC closing information for ,Ericson State Bank, (,[object Object],):, ,[object Object]","0","0","0","0","NM","0","C","Commercial","2020-02-14T00:00:00","2020","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","10","NE","31","FDIC","202000852_211_12181_10915_12181","DIF","0","0","0","0","0","10","FI","N","18265","STATE","0","NM","C","Commercial","21","WHEELER","183","11","KANSAS CITY","DIF","","Ericson State Bank","41.783668","-98.643988","10","427 CENTRAL AVENUE","","ERICSON","NE","31","68637","0000","FDIC","","12181","2020-02-18T00:00:00","2020","NE","FDIC","0","0","211","31","16810","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","SEWARD","159","11","KANSAS CITY","DIF","","Farmers and Merchants Bank","40.77418","-97.051898","P.O. BOX  E","","MILFORD","NE","NEBRASKA","68405","10","617 FIRST STREET","","MILFORD","NE","31","68405","0000","FDIC","Limited","202000852","0","0","0","0","0","12181","0","0",""
"4","/history?filters=TRANSNUM:202002903 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","34603","STATE","0","NM","C","Commercial","21","MARION","49","5","ATLANTA","DIF","","MVB Bank, Inc","39.47976001979771","-80.14644999995197","10","2020-04-03T00:00:00","301 Virginia Ave","","FAIRMONT","WV","54","26554","0000","FDIC","Full","60768","0","Y","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance,[object Object],. ,A link to FDIC closing information for ,The First State Bank, (,[object Object],):, ,[object Object]","0","0","0","0","NM","0","C","Commercial","2020-04-03T00:00:00","2020","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","0","WV","0","FDIC","202002903_211_8975_60768_8975","DIF","0","0","0","0","0","10","FI","N","14361","STATE","0","NM","C","Commercial","21","CABELL","11","5","ATLANTA","DIF","","The First State Bank","38.409104461567274","-82.29515995005474","10","660 Central Avenue","","BARBOURSVILLE","WV","54","25504","0000","FDIC","Limited","8975","2020-04-06T00:00:00","2020","WV","FDIC","0","0","211","54","34603","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","MARION","49","5","ATLANTA","DIF","","MVB Bank, Inc","39.47976001979771","-80.14644999995197","301 Virginia Ave","","FAIRMONT","WV","WEST VIRGINIA","26554","10","301 Virginia Ave","","FAIRMONT","WV","54","26554","0000","FDIC","Full","202002903","0","0","0","0","0","8975","0","0",""
"0","/history?filters=TRANSNUM:202016458 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","50831","STATE","0","CU","N/A","N/A","91","RICHMOND CITY","760","5","ATLANTA","NCUA","","VIRGINIA CREDIT UNION, INC.","37.517653","-77.511611","140","2011-11-01T00:00:00","7500 BOULDERS VIEW DRIVE","","RICHMOND","VA","51","23225","9010","NCUA","","115226","0","N","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance,[object Object],. ,A link to FDIC closing information for ,LIFE LINE CREDIT UNION, INC., (,[object Object],):, ,[object Object]","0","0","0","0","CU","0","N/A","N/A","2014-05-24T00:00:00","2014","9999-12-31T00:00:00","9999","0","0","0","0","0","CU","N/A","N/A","NCUA","0","0","140","VA","51","NCUA","202016458_211_104784_115226_104784","NCUA","0","0","0","0","0","140","FI","N","40389","STATE","0","CU","N/A","N/A","91","HENRICO","87","5","ATLANTA","NCUA","","LIFE LINE CREDIT UNION, INC.","37.584719","-77.514871","140","5904 HAMPSTEAD AVE","","RICHMOND","VA","51","23226","","NCUA","","104784","2020-09-17T00:00:00","2020","VA","NCUA","0","0","211","51","50831","811","FDIC ASSISTED MERGER","STATE","0","CU","N/A","N/A","91","RICHMOND CITY","760","5","ATLANTA","NCUA","","VIRGINIA CREDIT UNION, INC.","37.517653","-77.511611","7500 BOULDERS VIEW DRIVE","","RICHMOND","VA","VIRGINIA","23225","140","7500 BOULDERS VIEW DRIVE","","RICHMOND","VA","51","23225","9010","NCUA","","202016458","0","0","0","0","0","104784","0","0",""
"2","/history?filters=TRANSNUM:202017792 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","29566","OCC","703676","SB","S","Savings","33","VANDERBURGH","163","9","CHICAGO","DIF","","United Fidelity Bank, fsb","37.9721","-87.571589","115","2017-05-26T00:00:00","18 NW FOURTH STREET","","EVANSVILLE","IN","18","47708","0000","OCC","","42400","0","Y","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance,[object Object],. ,A link to FDIC closing information for ,First City Bank of Florida, (,[object Object],):, ,[object Object]","0","0","0","0","SB","1","S","Savings","2020-10-16T00:00:00","2020","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","10","FL","12","FDIC","202017792_211_10863_42400_10863","DIF","0","0","0","0","0","115","FI","N","16748","STATE","0","NM","C","Commercial","21","OKALOOSA","91","5","ATLANTA","DIF","","First City Bank of Florida","30.406334","-86.603802","10","135 PERRY AVENUE, S.E.","","FORT WALTON BEACH","FL","12","32548","5511","FDIC","","10863","2020-10-20T00:00:00","2020","IN","OCC","1","1","211","18","29566","811","FDIC ASSISTED MERGER","OCC","703676","SB","S","Savings","33","VANDERBURGH","163","9","CHICAGO","DIF","","United Fidelity Bank, fsb","37.9721","-87.571589","18 Nw 4th St","","EVANSVILLE","IN","INDIANA","47708","115","18 Nw 4th St","","EVANSVILLE","IN","18","47708","0000","OCC","","202017792","0","0","0","0","0","10863","0","0",""
"2","/history?filters=TRANSNUM:202018018 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","25858","STATE","0","SM","C","Commercial","13","BUTLER","15","11","KANSAS CITY","DIF","","Equity Bank","37.69199077990652","-97.13524469170139","10","2019-02-08T00:00:00","345 NORTH ANDOVER ROAD","","ANDOVER","KS","20","67002","0000","FED","","32095","0","Y","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance,[object Object],. ,A link to FDIC closing information for ,Almena State Bank, (,[object Object],):, ,[object Object]","0","0","0","0","SM","1","C","Commercial","2020-10-23T00:00:00","2020","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","0","KS","0","FDIC","202018018_211_9742_32095_9742","DIF","0","0","0","0","0","10","FI","N","15426","STATE","0","NM","C","Commercial","21","NORTON","137","11","KANSAS CITY","DIF","","Almena State Bank","39.89295432462286","-99.70683211792506","10","500 MAIN STREET","","ALMENA","KS","20","67622","0000","FDIC","","9742","2020-10-26T00:00:00","2020","KS","FED","1","0","211","20","25858","811","FDIC ASSISTED MERGER","STATE","0","SM","C","Commercial","13","BUTLER","15","11","KANSAS CITY","DIF","","Equity Bank","37.69199077990652","-97.13524469170139","PO Box 730","","ANDOVER","KS","KANSAS","67002","10","345 N Andover Rd","","ANDOVER","KS","20","67002","0000","FED","","202018018","0","0","0","0","0","9742","0","0",""
"17","/history?filters=TRANSNUM:2023009929 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","59331","OCC","25295","N","C","Commercial","3","SANTA CLARA","85","14","SAN FRANCISCO","DIF","","Deposit Insurance National Bank of Santa Clara","37.40428198008067","-121.98181796911257","625","2023-03-10T00:00:00","3003 Tasman Dr","","SANTA CLARA","CA","6","95054","1191","OCC","","655043","0","Y","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance,[object Object],. ,A link to FDIC closing information for ,Silicon Valley Bank, (,[object Object],):, ,[object Object]","0","0","0","0","N","1","C","Commercial","2023-03-10T00:00:00","2023","9999-12-31T00:00:00","9999","1","0","0","0","0","SM","C","Commercial","DIF","0","0","10","CA","6","FED","2023009929_211_17167_655043_17167","DIF","0","0","0","0","0","625","FI","N","24735","STATE","0","SM","C","Commercial","13","SANTA CLARA","85","16","COMPLEX FINANCIAL INSTITUTIONS","DIF","","Silicon Valley Bank","37.403484","-121.980323","10","3003 Tasman Dr","","SANTA CLARA","CA","6","95054","0000","FED","","17167","2023-03-13T00:00:00","2023","CA","OCC","1","0","211","6","59331","811","FDIC ASSISTED MERGER","OCC","25295","N","C","Commercial","3","SANTA CLARA","85","14","SAN FRANCISCO","DIF","","Deposit Insurance National Bank of Santa Clara","37.40428198008067","-121.98181796911257","3003 Tasman Dr","","SANTA CLARA","CA","CALIFORNIA","95054","625","3003 Tasman Dr","","SANTA CLARA","CA","6","95054","1191","OCC","","2023009929","0","0","0","0","0","17167","0","0",""
"39","/history?filters=TRANSNUM:2023009936 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","59332","OCC","25296","N","C","Commercial","3","NEW YORK","61","2","NEW YORK","DIF","","Signature Bridge Bank, National Association","40.75589207967553","-73.9785057650779","160","2023-03-12T00:00:00","565 5th Ave","","NEW YORK","NY","36","10017","2413","OCC","","655045","0","Y","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance,[object Object],. ,A link to FDIC closing information for ,Signature Bank, (,[object Object],):, ,[object Object]","0","0","0","0","N","1","C","Commercial","2023-03-12T00:00:00","2023","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","10","NY","36","FDIC","2023009936_211_356455_655045_356455","DIF","0","0","0","0","0","160","FI","N","57053","STATE","0","NM","C","Commercial","21","NEW YORK","61","2","NEW YORK","DIF","","Signature Bank","40.75606993975428","-73.97896535452162","10","565 5th Ave","","NEW YORK","NY","36","10017","0000","FDIC","","356455","2023-03-13T00:00:00","2023","NY","OCC","1","0","211","36","59332","811","FDIC ASSISTED MERGER","OCC","25296","N","C","Commercial","3","NEW YORK","61","2","NEW YORK","DIF","","Signature Bridge Bank, National Association","40.75589207967553","-73.9785057650779","565 5th Ave","","NEW YORK","NY","NEW YORK","10017","160","565 5th Ave","","NEW YORK","NY","36","10017","2413","OCC","","2023009936","0","0","0","0","0","356455","0","0",""
"18","/history?filters=TRANSNUM:2023013168 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","11063","STATE","0","NM","C","Commercial","21","WAKE","183","5","ATLANTA","DIF","","First-Citizens Bank & Trust Company","35.77719344388564","-78.63924504743794","10","2022-01-04T00:00:00","239 Fayetteville St","","RALEIGH","NC","37","27601","0000","FDIC","Full","7078","0","Y","216","BRIDGE BANK RESOLUTION","Failed. Merged with government financial assistance,[object Object],. ,A link to FDIC closing information for ,Silicon Valley Bridge Bank, National Association, (,59334,):, ,[object Object]","0","0","0","0","NM","1","C","Commercial","2023-03-26T00:00:00","2023","9999-12-31T00:00:00","9999","1","0","0","0","0","N","C","Commercial","DIF","0","0","0","CA","0","OCC","2023013168_216_655057_7078_655057","DIF","0","0","0","0","0","10","FI","Y","59334","OCC","0","N","C","Commercial","3","SANTA CLARA","85","14","SAN FRANCISCO","DIF","","Silicon Valley Bridge Bank, National Association","37.40428198008067","-121.98181796911257","160","3003 Tasman Dr","","SANTA CLARA","CA","6","95054","1191","OCC","Full","655057","2023-03-28T00:00:00","2023","NC","FDIC","1","1","216","37","11063","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","WAKE","183","5","ATLANTA","DIF","","First-Citizens Bank & Trust Company","35.77719344388564","-78.63924504743794","4300 Six Forks Rd","","RALEIGH","NC","NORTH CAROLINA","27609","10","239 Fayetteville St","","RALEIGH","NC","37","27601","0000","FDIC","Full","2023013168","0","0","0","0","0","655057","0","0","59334"
"40","/history?filters=TRANSNUM:2023013435 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","32541","OCC","25282","N","C","Commercial","3","NASSAU","59","16","COMPLEX FINANCIAL INSTITUTIONS","DIF","","Flagstar Bank, National Association","40.76597488055285","-73.53021241423218","10","2022-12-01T00:00:00","102 Duffy Ave","","HICKSVILLE","NY","36","11801","2639","OCC","Full","45375","0","Y","216","BRIDGE BANK RESOLUTION","Failed. Merged with government financial assistance,[object Object],. ,A link to FDIC closing information for ,Signature Bridge Bank, National Association, (,59332,):, ,[object Object]","0","0","0","0","N","0","C","Commercial","2023-03-19T00:00:00","2023","9999-12-31T00:00:00","9999","1","0","0","0","0","N","C","Commercial","DIF","0","0","0","NY","0","OCC","2023013435_216_655045_45375_655045","DIF","0","0","0","0","0","10","FI","N","59332","OCC","0","N","C","Commercial","3","NEW YORK","61","2","NEW YORK","DIF","","Signature Bridge Bank, National Association","40.75589207967553","-73.9785057650779","160","565 5th Ave","","NEW YORK","NY","36","10017","2413","OCC","","655045","2023-03-29T00:00:00","2023","NY","OCC","0","0","216","36","32541","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","OCC","25282","N","C","Commercial","3","NASSAU","59","16","COMPLEX FINANCIAL INSTITUTIONS","DIF","","Flagstar Bank, National Association","40.76597488055285","-73.53021241423218","102 Duffy Ave","","HICKSVILLE","NY","NEW YORK","11801","10","102 Duffy Ave","","HICKSVILLE","NY","36","11801","2639","OCC","Full","2023013435","0","0","0","0","0","655045","0","0","59332"
"89","/history?filters=TRANSNUM:2023160984 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","628","OCC","8","N","C","Commercial","3","DELAWARE","41","16","COMPLEX FINANCIAL INSTITUTIONS","DIF","","JPMorgan Chase Bank, National Association","40.14442215076038","-82.99110487361915","10","2019-05-18T00:00:00","1111 POLARIS PARKWAY","","COLUMBUS","OH","39","43240","2031","OCC","Full","417","0","Y","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance,[object Object],. ,A link to FDIC closing information for ,First Republic Bank, (,[object Object],):, ,[object Object]","0","0","0","0","N","1","C","Commercial","2023-05-01T00:00:00","2023","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","10","CA","6","FDIC","2023160984_211_497251_417_497251","DIF","0","0","0","0","0","10","FI","N","59017","STATE","0","NM","C","Commercial","21","SAN FRANCISCO","75","14","SAN FRANCISCO","DIF","","First Republic Bank","37.792142018579014","-122.39890700317869","10","111 PINE ST","","SAN FRANCISCO","CA","6","94111","0000","FDIC","Full","497251","2023-05-02T00:00:00","2023","OH","OCC","1","1","211","39","628","811","FDIC ASSISTED MERGER","OCC","8","N","C","Commercial","3","DELAWARE","41","16","COMPLEX FINANCIAL INSTITUTIONS","DIF","","JPMorgan Chase Bank, National Association","40.14442215076038","-82.99110487361915","1111 Polaris Parkway","","COLUMBUS","OH","OHIO","43240","10","1111 Polaris Pkwy","","COLUMBUS","OH","39","43240","2031","OCC","Full","2023160984","0","0","0","0","0","497251","0","0",""
"4","/history?filters=TRANSNUM:2023171790 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","4779","OCC","8114","N","C","Commercial","3","HAMILTON","75","11","KANSAS CITY","DIF","","Dream First Bank, National Association","37.98017466292922","-101.75276986417572","10","2022-09-19T00:00:00","11 N Main St","","SYRACUSE","KS","20","67878","0000","OCC","","3192","0","Y","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance,[object Object],. ,A link to FDIC closing information for ,Heartland Tri-State Bank, (,[object Object],):, ,[object Object]","0","0","0","0","N","1","C","Commercial","2023-07-28T00:00:00","2023","9999-12-31T00:00:00","9999","1","0","0","0","0","SM","C","Commercial","DIF","0","0","0","KS","0","FED","2023171790_211_32087_3192_32087","DIF","0","0","0","0","0","10","FI","Y","25851","STATE","0","SM","C","Commercial","13","MORTON","129","11","KANSAS CITY","DIF","","Heartland Tri-State Bank","37.00135","-101.896399","10","601 Morton St","","ELKHART","KS","20","67950","0000","FED","","32087","2023-08-01T00:00:00","2023","KS","OCC","1","0","211","20","4779","811","FDIC ASSISTED MERGER","OCC","8114","N","C","Commercial","3","HAMILTON","75","11","KANSAS CITY","DIF","","Dream First Bank, National Association","37.98017466292922","-101.75276986417572","P.O. Box 928","","SYRACUSE","KS","KANSAS","67878","10","11 N Main St","","SYRACUSE","KS","20","67878","0000","OCC","","2023171790","0","0","0","0","0","32087","0","0",""
"2","/history?filters=TRANSNUM:2023182201 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","18400","STATE","0","NM","C","Commercial","21","PALO ALTO","147","11","KANSAS CITY","DIF","","Iowa Trust & Savings Bank","43.110978","-94.677703","10","2019-09-23T00:00:00","2101 TENTH STREET","","EMMETSBURG","IA","19","50536","0000","FDIC","Full*","12306","0","Y","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance,[object Object],. ,A link to FDIC closing information for ,Citizens Bank, (,[object Object],):, ,[object Object]","0","0","0","0","NM","0","C","Commercial","2023-11-03T00:00:00","2023","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","0","IA","0","FDIC","2023182201_211_5575_12306_5575","DIF","0","0","0","0","0","10","FI","N","8758","STATE","0","NM","C","Commercial","21","SAC","161","11","KANSAS CITY","DIF","","Citizens Bank","42.42207729852959","-94.98969839076739","10","500 W Main St","","SAC CITY","IA","19","50583","1727","FDIC","Full*","5575","2023-11-06T00:00:00","2023","IA","FDIC","0","0","211","19","18400","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","PALO ALTO","147","11","KANSAS CITY","DIF","","Iowa Trust & Savings Bank","43.110978","-94.677703","P.O. BOX  159","","EMMETSBURG","IA","IOWA","50536","10","2101 10th St","","EMMETSBURG","IA","19","50536","0000","FDIC","Full*","2023182201","0","0","0","0","0","5575","0","0",""
