"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
897853																																																																																																																																		125279	1293																																																																																																														
898458																																																																																																																																		41457	2	0	0	16684	29565	250	29315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11730	0	0	0	10657	250	29315	0	10821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	29315	0	10821	0	5863	0	10821	16684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
898579																																																																																																																																		558830	5771	0	1138	408428	46728	2757	43971	0	600	0	600	0	0	0	24891	0	746	0	0	0	0	0	0	0	0	0	32048	29	2160	781	24827	6660	71622	221688	262217	0	0	0	0	0	0	0	0	0	0	0	0	136	27	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	12863	6432	0	0	0	6432	6660	71622	221688	277456	0	14324	110844	277456	407290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
898627																																																																																																																																		1008051	6421	0	0	591181	177246	167933	9313	0	0	0	0	0	0	31571	189877	3462	0	0	0	0	0	0	0	0	0	0	67255	0	671	0	65910	199515	204454	217871	407321	1742	1742	0	0	0	1742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44233	22117	0	0	0	22117	199515	204454	217871	440156	0	40891	108936	440156	591181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
898850																																																																																																																																		727231	8884	0	1173	657145	64995	58898	6097	0	0	0	0	0	0	6201	25771	2299	7000	0	0	0	0	0	0	0	0	0	37461	0	1298	0	33346	68948	33166	88755	526533	0	0	0	0	0	0	777	389	0	0	0	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65679	32840	0	0	0	32840	68948	33166	88755	572145	0	6633	44378	572145	655972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
899008																																																																																																																																		852425	3451																																																																																																														
899343																																																																																																																																		770830	5015	0	0	542037	40007	34494	5513	0	0	0	0	0	0	48215	120070	87699	0	1737	0	1737	0	0	0	0	0	0	22018	113	2583	640	18682	82836	129903	241072	353633	5253	5253	0	0	0	5253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64306	32153	0	0	0	32153	113199	129903	241072	391039	0	25981	120536	391039	542037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
899428																																																																																																																																		1457627	12553	0	0	1044202	135635	121883	13752	0	123497	53987	62287	4332	3000	31474	117213	18039	0	0	0	0	0	0	0	0	0	0	76257	981	1000	0	68842	208422	194252	350832	721811	195	195	0	0	0	195	16160	8080	0	0	0	8080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146083	73042	0	0	0	73042	208422	194252	350832	812305	0	38850	175416	812305	1044202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
899642																																																																																																																																		483351	2121	0	0	207131	107734	99188	8546	0	919	0	924	0	0	99066	75512	8227	0	0	0	0	0	0	0	0	0	0	15336	479	626	79	12088	198743	85940	62202	146193	128	128	0	0	0	128	53	27	0	0	0	27	0	0	0	0	0	0	257	257	0	0	0	257	134	134	0	0	0	134	15398	7699	0	0	0	7699	200688	89747	62202	155910	0	17949	31101	155910	207131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
899651																																																																																																																																		181410	1440																																																																																																														
900034																																																																																																																																		496003	5856	0	1360	359645	15899	9235	6664	0	0	0	0	0	0	2467	108216	10545	10614	3128	0	3128	0	0	0	0	0	0	19357	0	1316	0	17354	11816	145539	113816	239365	2928	2928	0	0	0	2928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26793	13397	0	0	0	13397	11816	145539	113816	262826	0	29108	56908	262826	358285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
900146																																																																																																																																		755489	6966																																																																																																														
900306																																																																																																																																		3311480	52281	0	15609	3072907	223506	222565	941	0	0	0	0	0	0	116905	24322	0	1180	0	0	0	0	0	0	0	0	0	166700	0	3070	1303	138395	339477	28333	243013	2685928	5437	5437	700	525	0	4212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214567	107284	0	0	0	107283	340177	29205	243586	2812701	0	5841	121793	2812701	3057298	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
900502																																																																																																																																		463802	1231	0	0	256161	20970	18715	2255	0	0	0	0	0	0	6221	114303	11673	6740	656	0	656	0	28856	0	0	0	28856	57583	0	28701	0	28882	24936	145915	213125	101553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23851	11926	0	0	0	11925	24936	145915	213125	113478	0	29183	106563	113478	256161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
900678																																																																																																																																		301405	1421	0	0	139600	16819	13695	3124	0	827	0	827	0	0	8622	31383	0	0	0	0	0	0	0	0	0	0	0	31318	0	11062	1343	18913	23777	65392	184275	33802	3	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23777	65392	184275	33805	0	13078	92138	33805	139600	0	0	0	0	0	0	0	0	1460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
901134																																																																																																																																		309867	2133																																																																																																														
901358																																																																																																																																		535317	7304	0	2533	382925	45190	41245	3945	0	2925	0	165	2760	0	5715	16283	10427	0	0	0	0	0	0	0	0	0	0	21960	934	3244	61	14285	47894	30725	197082	261729	0	0	0	0	0	0	690	345	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3222	1611	0	0	0	1611	47894	30725	197082	264416	0	6145	98541	264416	380392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
901451																																																																																																																																		64873	186																																																																																																														
901741																																																																																																																																		235052	1669																																																																																																														
901938																																																																																																																																		846394	6742	0	0	653630	26413	24155	2258	0	0	0	0	0	0	8396	217073	20806	411	0	0	0	0	0	0	0	0	0	55809	32	1664	179	36466	32583	225884	195024	351440	0	0	0	0	0	0	7669	3835	0	0	0	3835	0	0	0	0	0	0	14336	14336	0	0	14336	0	0	0	0	0	0	0	70299	35150	0	178	12834	22138	32583	226381	223418	382132	0	45276	111709	382132	653630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
901974																																																																																																																																		164549	1551																																																																																																														
902645																																																																																																																																		40414	177																																																																																																														
902672																																																																																																																																		538849	5031	0	0	404286	14546	12417	2129	0	0	0	0	0	0	16844	48494	33020	0	0	0	0	0	376	0	0	0	376	32378	0	1221	0	31208	29261	54737	226536	236017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56068	28034	0	0	0	28034	29261	54737	226536	265482	0	10947	113268	265482	404286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
903240																																																																																																																																		279087	1645	0	0	187625	8250	6092	2158	0	0	0	0	0	0	0	60735	12287	0	5083	0	5083	0	0	0	0	0	0	10138	0	1185	346	8607	6092	72027	96390	114550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18265	9133	0	0	4547	4586	6092	72027	100937	121723	0	14405	50469	121723	187625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
903754																																																																																																																																		110432	723																																																																																																														
903950																																																																																																																																		199537	820	0	0	109216	6351	6328	23	0	65178	13064	52114	0	0	0	11115	0	0	0	0	0	0	0	0	0	0	0	3680	0	272	173	3235	19392	66180	48074	66997	114	114	0	0	0	114	59	30	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3071	1536	0	0	0	1536	19392	66180	48074	71229	0	13236	24037	71229	109216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
904171																																																																																																																																		578650	6663	0	1963	387636	26584	4473	22112	0	0	0	0	0	0	18749	7883	0	0	0	0	0	0	0	0	0	0	0	26434	3	640	5	24400	43510	30635	331227	180797	0	0	0	0	0	0	783	392	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63221	31611	0	0	0	31611	43510	30635	331227	212800	0	6127	165614	212800	385673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
904359																																																																																																																																		265827	3842																																																																																																														
904845																																																																																																																																		132995	779	0	0	70712	4334	2119	2215	0	0	0	0	0	0	26154	37613	2752	0	1157	0	1157	0	0	0	0	0	0	5195	0	0	0	4964	28273	40985	39839	36491	0	0	0	0	0	0	0	0	0	0	0	0	120	24	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	8331	4166	0	0	0	4166	28273	40985	39839	41573	0	8197	19920	41573	70712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
905356																																																																																																																																		354718	3823	0	399	285704	32186	30605	1581	0	0	0	0	0	0	33	9976	0	0	0	0	0	0	0	0	0	0	0	11262	0	471	0	8404	31377	13110	84879	226820	364	364	0	0	0	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18083	9042	0	0	0	9042	31377	13110	85098	239881	0	2622	42549	239881	285305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
905673																																																																																																																																		195489	1060	0	0	110399	6240	4092	2148	0	0	0	0	0	0	4517	40002	2176	0	0	0	0	0	41	0	0	0	41	22350	0	1042	507	18283	8699	43192	104045	41046	0	0	0	0	0	0	0	0	0	0	0	0	176	35	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9658	4829	4829	0	0	0	13563	43192	104045	41046	0	8638	52023	41046	110399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
906241																																																																																																																																		639185	7327	0	1761	445346	26699	18743	7956	0	0	0	0	0	0	70316	26889	128820	0	0	0	0	0	0	0	0	0	0	43793	69	1833	0	39484	89128	36678	207258	313133	433	433	0	0	0	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16193	8097	0	0	0	8097	89128	36678	207258	327663	0	7336	103629	327663	443585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
906410																																																																																																																																		194042	1467																																																																																																														
906652																																																																																																																																		182024	1082																																																																																																														
907444																																																																																																																																		219254	2341	0	434	152527	14900	14330	570	0	1477	0	0	1477	0	6485	18373	0	0	434	0	434	0	0	0	0	0	0	6995	12	603	0	6380	20827	19980	81302	100305	50	50	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11561	5781	0	0	0	5781	20827	19980	81302	107692	0	3996	40651	107692	152093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
907547																																																																																																																																		549462	4212	0	0	404183	18822	13916	4906	0	0	0	0	0	0	46050	124446	12081	2285	6747	0	6747	0	0	0	0	0	0	38994	185	2321	395	24876	60151	138874	123545	248093	7482	7482	0	0	0	7482	3929	1965	0	0	0	1965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18753	9377	0	0	0	9377	84138	175662	123545	275289	0	35132	61773	275289	404183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
908450																																																																																																																																		338665	2442																																																																																																														
908553																																																																																																																																		894836	6586																																																																																																														
908861																																																																																																																																		837372	7372																																																																																																														
909055																																																																																																																																		829820	4830	0	0	652335	79128	65290	13838	0	0	0	0	0	0	70167	90899	32170	124223	0	0	0	0	0	0	0	0	0	39383	791	2846	0	34731	136296	107583	105525	450422	1527	1527	0	0	0	1527	506	253	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57494	28747	0	0	0	28747	136995	107583	105525	491957	0	21517	52763	491957	652335	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
909756																																																																																																																																		136827	970	0	0	104836	8653	8016	637	0	2634	2634	0	0	90	0	2601	0	103	0	0	0	0	0	0	0	0	0	4485	0	456	154	3875	10650	6091	35305	85944	0	0	0	0	0	0	42	21	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10650	6091	35305	85965	0	1218	17653	85965	104836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
910079																																																																																																																																		9125	50																																																																																																														
910118																																																																																																																																		588865	6447	0	2218	354743	36524	34220	2304	0	3556	0	3556	0	0	45410	78578	3271	4400	0	0	0	0	1931	1931	0	0	0	35246	184	2826	388	29674	81745	87450	207140	199453	0	0	0	0	0	0	2899	1450	0	0	0	1450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20036	10018	0	0	8913	1105	81745	87450	216693	209392	0	17490	108347	209392	352525	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
910239																																																																																																																																		185140	1564																																																																																																														
911160																																																																																																																																		693251	3896	0	0	495148	8435	4607	3828	0	83292	0	98305	0	0	23071	68777	0	0	0	0	0	0	0	0	0	0	0	46270	61	3949	679	32890	27739	181769	137934	344501	1057	1057	0	0	0	1057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32927	16464	0	0	0	16464	27739	181769	137934	362636	0	36354	68967	362636	495148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
911339																																																																																																																																		148861	1085																																																																																																														
911759																																																																																																																																		64553	429																																																																																																														
911973																																																																																																																																		3937286	28575																																																																																																														
912756																																																																																																																																		44057	325																																																																																																														
913146																																																																																																																																		814404	10084	0	1919	653226	23540	13878	9662	0	0	0	0	0	0	7920	68432	14929	1000	480	0	480	0	696	0	0	0	0	69692	1275	10437	0	56055	30720	167361	110429	519755	1357	1357	0	0	0	1357	94	47	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66873	33437	0	0	0	33437	30720	167361	110429	557963	0	33472	55215	557963	651307	696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
913436																																																																																																																																		66312	158																																																																																																														
913753																																																																																																																																		4608317	21924	0	0	2979443	411471	366335	45136	0	1629675	147279	1482396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92571	1715	10352	0	50020	527487	1537884	342960	2104038	6478	6478	5472	0	0	1006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477732	238866	1806	0	0	219348	629103	1537884	342960	2342736	0	307577	171480	2342736	2979443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
913856																																																																																																																																		8627338	67447	0	0	6726550	548140	481673	66467	0	0	0	0	0	0	839545	1172149	12828	0	35297	0	35297	0	0	0	0	0	0	287143	5399	16592	30	190421	1339149	1304107	858253	5136162	21901	21901	4703	0	0	17198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125977	125977	0	0	125977	0	933510	466755	0	8	121237	326349	1385327	1305156	1117831	5579858	0	261031	558916	5579858	6726550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
914545																																																																																																																																		303607	2667																																																																																																														
914648																																																																																																																																		2702571	23720																																																																																																														
914853																																																																																																																																		226460	1595																																																																																																														
915056																																																																																																																																		72880	644																																																																																																														
915065																																																																																																																																		826055	6599	0	851	483502	138125	133726	4399	0	0	0	0	0	0	37167	150266	0	5000	0	0	0	0	0	0	0	0	0	30772	814	938	558	23295	173964	158659	147172	352190	0	0	0	0	0	0	770	385	185	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10556	5278	0	7	0	5271	174571	158666	147172	372106	0	31733	73586	372106	482651	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
915878																																																																																																																																		17022771	67529	0	0	9826181	558831	539830	19001	0	0	0	0	0	0	68608	491908	0	0	0	0	0	0	0	0	0	0	0	724364	412	233515	32944	421571	608850	746296	12332995	3407530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	553	553	0	0	553	0	14079	7040	0	0	7040	0	608850	746296	12364163	3453708	0	149259	6182082	3453708	9826181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
915935																																																																																																																																		29916	151	0	0	15271	10828	0	10828	0	3842	0	0	3179	663	500	4471	0	205	0	0	0	0	0	0	0	0	0	1089	0	0	0	1059	500	15299	4965	9608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	15299	4965	9608	0	3060	2483	9608	15271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
916343																																																																																																																																		105492	232																																																																																																														
916745																																																																																																																																		769219	7005	0	522	518680	29085	17616	11469	0	125378	41582	20408	63388	0	31769	14467	81886	0	0	0	0	0	0	0	0	0	0	51715	0	0	0	38983	90967	46344	355826	258229	1871	1871	0	0	0	1871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90967	46344	355826	269072	0	9269	177913	269072	518158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
916857																																																																																																																																		233943	1763																																																																																																														
917050																																																																																																																																		372901	4259																																																																																																														
917500																																																																																																																																		197382	1447																																																																																																														
917555																																																																																																																																		694825	8366																																																																																																														
917630																																																																																																																																		115317	1295	0	283	80987	8811	8127	747	0	0	0	0	0	0	7970	23232	0	0	0	0	0	0	0	0	0	0	0	1237	198	174	308	557	18738	24153	308	75896	0	0	0	0	0	0	0	0	0	0	0	0	249	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18738	24203	308	75992	0	4841	154	75992	80704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
917742																																																																																																																																		41573081	355844	0	0	32718928	955495	586742	368462	59	3463887	284222	3212370	1684	0	2649538	1452932	0	1922	3600	0	3600	0	58691	0	0	0	58691	3486253	104297	148037	13	1630559	3674692	5278771	8842188	22244679	176838	176838	0	7674	0	169164	92548	46274	0	4619	0	41655	753	151	0	0	0	151	0	0	0	0	0	0	14262	14262	0	0	14262	0	7479212	3739606	0	0	9531	3691570	3674692	5374097	8978447	26415525	0	1074819	4489224	26415525	32718928	37784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
917854																																																																																																																																		234433	2226	0	0	190132	12466	8159	4307	0	0	0	0	0	0	11869	40740	960	0	2510	0	2510	0	0	0	0	0	0	5317	164	635	21	4497	27768	48274	8174	156677	370	370	0	0	0	370	345	173	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31505	15753	0	0	0	15753	27768	48274	8174	176390	0	9655	4087	176390	190132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
918132																																																																																																																																		226620	1611																																																																																																														
918150																																																																																																																																		136537	868																																																																																																														
918356																																																																																																																																		60316	640	0	69	45608	1593	693	900	0	2279	0	0	2279	0	1487	1141	502	0	0	0	0	0	0	0	0	0	0	3210	0	127	0	1318	2180	2168	25153	29380	85	85	0	0	0	85	36	18	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4823	2412	0	0	0	2412	2180	2168	25153	31895	0	434	12577	31895	45539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
918477																																																																																																																																		1068380	6640																																																																																																														
918655																																																																																																																																		71598	339	0	0	42034	5092	3849	1243	0	0	0	0	0	0	1506	31825	5713	0	0	0	0	0	0	0	0	0	0	1193	22	243	49	879	5783	33355	8099	28458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4126	2063	0	0	0	2063	5783	33355	8099	31313	0	6671	4050	31313	42034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
918776																																																																																																																																		21596	86																																																																																																														
918879																																																																																																																																		249589	2593																																																																																																														
918918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78786	10177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84771	0	360567	0	0	309720	50847	0	0	0	0	0	0	0	0	0	0	0	0	0	10177	0	0	0	0	0	0	0	0	0	0	15266	0	0	0	0	0	0	0	3734559	0	61411	701321	1083402	1873268	139369	2728	0	66400	0	0	0	0	17468	4990	2200	0	0	0	0	0	0	17836	17381	115610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			0	0	0	0																																																																																										
918954																																																																																																																																		341394	2548	0	0	240929	22554	22132	422	0	41367	1137	40229	0	0	18513	28835	0	3200	0	0	0	0	0	0	0	0	0	15256	325	3245	259	9992	43016	72731	76587	153773	265	265	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	193	0	0	193	0	15008	7504	0	0	3055	4449	43016	72731	80830	161689	0	14546	40415	161689	240929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
919344																																																																																																																																		319472	2827																																																																																																														
919456																																																																																																																																		428160	4589	0	382	336552	6609	1523	5086	0	5067	0	1025	0	4042	11235	14446	0	0	17765	0	17765	0	0	0	0	0	0	32243	0	10343	716	14884	13178	48665	180198	183982	45	45	0	0	0	45	327	164	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30550	15275	0	0	0	15275	13178	48665	180198	203840	0	9733	90099	203840	336170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
919568																																																																																																																																		97937	1243	0	346	76923	3418	1942	1476	0	999	999	0	0	0	0	0	0	0	13447	0	13447	0	0	0	0	0	0	5994	101	333	0	5560	3664	15884	16946	61989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3860	15884	16946	64227	0	3177	8473	64227	76577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
919773																																																																																																																																		130719	385																																																																																																														
