"IDRSSD"	RCFD3411	RCFD3430	RCFD3432	RCFD3433	RCFD3434	RCFD3435	RCFD3450	RCFD3555	RCFD3556	RCFD3557	RCFD3814	RCFD3815	RCFD3817	RCFD3819	RCFD3820	RCFD3821	RCFD3822	RCFD3826	RCFD5591	RCFD5592	RCFD5593	RCFD5594	RCFD5595	RCFD6550	RCFD8693	RCFD8694	RCFD8695	RCFD8696	RCFD8697	RCFD8698	RCFD8699	RCFD8700	RCFD8701	RCFD8702	RCFD8703	RCFD8704	RCFD8705	RCFD8706	RCFD8707	RCFD8708	RCFD8709	RCFD8710	RCFD8711	RCFD8712	RCFD8713	RCFD8714	RCFD8715	RCFD8716	RCFD8719	RCFD8720	RCFD8723	RCFD8724	RCFD8725	RCFD8726	RCFD8727	RCFD8728	RCFD8733	RCFD8734	RCFD8735	RCFD8736	RCFD8737	RCFD8738	RCFD8739	RCFD8740	RCFD8741	RCFD8742	RCFD8743	RCFD8744	RCFD8745	RCFD8746	RCFD8747	RCFD8748	RCFD8765	RCFDA126	RCFDA127	RCFDA589	RCFDC219	RCFDC220	RCFDC221	RCFDC222	RCFDC223	RCFDC224	RCFDC968	RCFDC969	RCFDC970	RCFDC971	RCFDC972	RCFDC973	RCFDC974	RCFDC975	RCFDC978	RCFDF164	RCFDF165	RCFDG401	RCFDG402	RCFDG403	RCFDG404	RCFDG405	RCFDG406	RCFDG407	RCFDG408	RCFDG409	RCFDG410	RCFDG411	RCFDG412	RCFDG413	RCFDG414	RCFDG415	RCFDG416	RCFDG417	RCFDG418	RCFDG420	RCFDG421	RCFDG422	RCFDG423	RCFDG425	RCFDG426	RCFDG427	RCFDG428	RCFDG430	RCFDG431	RCFDG432	RCFDG433	RCFDG435	RCFDG436	RCFDG437	RCFDG438	RCFDG440	RCFDG441	RCFDG442	RCFDG443	RCFDG445	RCFDG446	RCFDG447	RCFDG448	RCFDG450	RCFDG451	RCFDG452	RCFDG453	RCFDG455	RCFDG456	RCFDG457	RCFDG458	RCFDG460	RCFDG461	RCFDG462	RCFDJ455	RCFDJ456	RCFDJ457	RCFDJ458	RCFDJ459	RCON3411	RCON3430	RCON3432	RCON3433	RCON3434	RCON3435	RCON3450	RCON3555	RCON3556	RCON3557	RCON3814	RCON3815	RCON3817	RCON3819	RCON3820	RCON3821	RCON3822	RCON3826	RCON5591	RCON5592	RCON5593	RCON5594	RCON5595	RCON6550	RCON8693	RCON8694	RCON8695	RCON8696	RCON8697	RCON8698	RCON8699	RCON8700	RCON8701	RCON8702	RCON8703	RCON8704	RCON8705	RCON8706	RCON8707	RCON8708	RCON8709	RCON8710	RCON8711	RCON8712	RCON8713	RCON8714	RCON8715	RCON8716	RCON8719	RCON8720	RCON8723	RCON8724	RCON8725	RCON8726	RCON8727	RCON8728	RCON8733	RCON8734	RCON8735	RCON8736	RCON8737	RCON8738	RCON8739	RCON8740	RCON8741	RCON8742	RCON8743	RCON8744	RCON8745	RCON8746	RCON8747	RCON8748	RCONA126	RCONA127	RCONA589	RCONC219	RCONC220	RCONC221	RCONC222	RCONC223	RCONC224	RCONC968	RCONC969	RCONC970	RCONC971	RCONC972	RCONC973	RCONC974	RCONC975	
488756																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
489155																																																																																																																																																								0	0	0	0				0	0	0	236	0		0		0			0	0	0	0	0	0																																																								0	0									
489249																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
489548																																																																																																																																																								0	0	0	0				0	0	0	1438	2012		111		0			0	0	0	0	0	0																													5000																				12780							0	0									
489623																																																																																																																																																								0	0	0	0	0	0	16598	0	0	0	392320	0	0	17170	0	15429	0	0	0	0	0	0	0	0	0	0	0	0	4942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21540	0	0	0	0	0	0	0	0	0	0	0	1323	0	0	0	1221	0	0	0	0	0	16598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
490179																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
490348																																																																																																																																																								0	9000	0	0				0	0	0	0	2614		124		0			0	0	0	0	0	0																																																								0	0									
490450																																																																																																																																																								0	0	0	0				0	0	0	6272	0		201		192			0	0	0	0	0	233																																																								0	0									
490843																																																																																																																																																								0	0	0	0				0	0	0	1166	0		0		0			0	0	0	0	0	0																																																								0	0									
490955																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
491224	69000	0	0	0	0	0	26601000	0	0	0	5381000	3733000	0	3745000	102000	99000	0	3133000	0	0	0	0	0	0	0	0	0	0	281000	4340000	0	0	0	0	0	0	0	0	0	0	1192000	567000	0	0	1192000	567000	0	0	0	0	0	0	29266000	8607000	0	0	0	0	0	0	0	0	0	0	552000	83000	0	0	569000	67000	0	0	183000	0	0	5459000	0	0	0	0	7049000	0	0	0	0	0	0	0	895000	308000	0	723000	6168000	0	0	895000	278000	30000	25000	156000	300000	52000	325000	37000	9000	10000	10000	12000	201000	66000	628000	0	0	110000	541000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	541000	0	0	0	1411000	2322000	20195000	20933000	4651000																																																																																										
491402																																																																																																																																																								0	0	0	0				0	0	0	9450	0		1914		0			0	0	0	0	0	0																													50000																				0							0	0									
491653																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		125			0	0	0	0	0	0																																																								0	0									
491934																																																																																																																																																								0	0	0	0				0	0	0	28019	0		5318		0			0	0	0	0	0	0																													50000																				0							0	0									
492650																																																																																																																																																								0	49000	0	0	0	0	60000	0	0	0	21814	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5581	0	0	0	0	0	0	0	0	0	0	0	3806	0	0	0	0	0	0	0	0	0	0	0	60000	0	0	0	36	0	0	0	36	0	0	0	4387	0	0	0	0	0	0	0	9387	0	60000	0	0	0	0	3817	0	0	0	0	0	0	0	0	0	
492810																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
493077																																																																																																																																																								0	0	0	0				0	0	0	3973	0		0		0			0	0	0	0	0	0																																																								0	0									
493152																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
493741																																																																																																																																																								0	0	0	0				0	0	0	8557	0		0		0			0	0	0	0	0	0																													47																				0							0	0									
493844																																																																																																																																																								0	12425	0	0				0	0	0	15111	0		3176		0			0	0	0	0	0	0																																																								0	0									
494261																																																																																																																																																								525	0	0	0	0	0	820127	0	0	0	141195	61804	0	174071	0	35113	0	0	0	0	0	0	0	337448	0	0	0	0	0	19183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	820127	19183	0	0	0	0	0	0	0	0	0	0	10053	69	0	0	7510	99	0	0	0	0	716243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
494654																																																																																																																																																								0	0	0	0				0	0	0	0	0		750		0			0	0	0	0	0	0																																																								0	0									
495419																																																																																																																																																								0	0	0	0				0	0	0	13546	0		117		925			0	0	0	0	0	0																																																								0	0									
495558																																																																																																																																																								0	0	0	0				0	0	0	201	0		0		0			0	0	0	0	0	0																																																								0	0									
496434																																																																																																																																																								0	0	0	0				0	0	0	237	0		0		0			0	0	0	0	0	0																																																								0	0									
496845																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	6205	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
496957																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
497039																																																																																																																																																								0	0	0	0				0	0	0	37065	5322		21777		16927			0	0	0	0	0	0																													0																				491559							0	0									
497404	5895	18691532	0	0	0	0	381906364	0	0	0	12996531	31410850	0	10868258	128951	767226	12915	0	0	0	0	0	0	778063	0	0	0	0	413250	1751939	7340	0	0	0	0	0	0	0	0	0	148068	0	0	0	2413	0	0	0	0	0	0	0	382470095	1751939	7340	0	0	0	0	0	0	0	0	0	8874528	8693	2322	0	8777724	1369	124	0	0	0	0	143620953	0	0	0	0	3212816	0	0	0	0	0	0	0	0	0	18691532	707568	3875535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105430	0	0	7504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29297897	2112953	35016265	10032767	19786287																																																																																										
497655																																																																																																																																																								0	0	0	0				0	0	0	6	1269		0		0			0	0	0	0	0	0																																																								5469	0									
497851																																																																																																																																																								0	12	0	0				0	0	0	6293	7632		623		0			0	0	0	0	0	0																																																								0	0									
497954																																																																																																																																																								0	5040	0	0				0	0	0	2266	2479		797		0			0	0	0	0	0	598																																																								0	0									
498148																																																																																																																																																								0	0	0	0				0	0	0	11219	0		734		0			0	0	0	0	0	0																													4078																				0							0	0									
498317																																																																																																																																																								0	58900	0	0	0	0	24326	0	0	0	27723	41744	0	8294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24326	0	0	0	0	0	0	0	0	0	0	0	1251	0	0	0	1251	0	0	0	0	0	12163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
498362																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7670	0	0	0	0	0	0	0	0	0	0	0	0	1225	0	0	0	0	0	0	0	0	0	0	0	15579	0	0	0	0	0	0	0	0	0	0	0	16804	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
498456																																																																																																																																																								0	0	0	0				0	0	0	882	0		0		0			0	0	0	0	0	0																																																								0	0									
498531																																																																																																																																																								0	0	0	0				0	0	0	3257	0		0		0			0	0	0	0	0	0																																																								0	0									
498625																																																																																																																																																								0	0	0	0				0	0	0	1217	0		0		475			0	0	0	0	0	0																																																								0	0									
498942																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		1649			0	0	0	0	0	0																																																								0	0									
499154																																																																																																																																																								3243	18000	0	0				0	0	0	870	0		0		0			0	0	0	0	0	0																																																								0	0									
499453																																																																																																																																																								1002	0	0	0				0	0	0	4267	0		0		0			0	0	0	0	0	0																													99957																				0							0	0									
499501																																																																																																																																																								0	0	0	0				0	0	0	100468	0		38		1611			0	0	0	0	0	0																													40000																				51702							0	0									
499743																																																																																																																																																								0	10000	0	0	0	0	0	0	0	0	3553	0	0	58		173		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
499752																																																																																																																																																								0	11000	0	0				0	0	0	0	0		339		0			0	0	0	0	0	0																																																								0	0									
499855																																																																																																																																																								0	0	0	0				0	0	0	2336	0		139		0			0	0	0	0	0	0																																																								0	0									
500256																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	0	2502	0	0		51		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	
500658																																																																																																																																																								0	0	0	0				0	0	0	1041	0		332		0			0	0	0	0	0	0																																																								34	0									
501105	73519	15239501	0	0	0	0	72744139	0	0	0	8076541	5789023	0	2056476	201402	433022	22676	0	0	0	0	0	0	1067767	0	0	0	0	2230250	1361878	0	0	0	0	0	0	0	0	0	0	2298503	0	0	0	2328555	0	0	0	0	0	0	0	79601447	1361878	0	0	0	0	0	0	0	0	0	0	306061	12920	0	0	1045917	9596	0	0	110018	0	0	0	0	0	0	0	2042173	0	0	0	0	0	0	0	0	0	15239501	436416	3684546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7801	0	0	146670	113332	0	0	0	0	0	0	0	93944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207276	0	0	0	4245320	1543703	19168076	6852745	2340437																																																																																										
501132																																																																																																																																																								0	0	0	0				0	0	0	13140	0		430		0			0	0	0	0	0	0																																																								0	1080									
501459																																																																																																																																																								0	17000	0	0				0	0	0	38867	0		780		15			0	0	0	0	0	80																																																								0	0									
501655																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
501767																																																																																																																																																								0	0	0	0				0	0	0	0	586		300		0			0	0	0	0	0	0																																																								0	0									
501815																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	67835	0	0	3342		4405		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
502111																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																													0																				10300							0	0									
502447																																																																																																																																																								159	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
502559																																																																																																																																																								0	0	0	0				0	0	0	595	0		0		3			0	0	0	0	0	0																													975																				0							0	1									
502652																																																																																																																																																								0	0	0	0				0	0	0	19960	0		4476		2444			0	0	0	0	0	0																													18319																				0							0	0									
502746																																																																																																																																																								0	0	0	0				0	0	0	15149	0		0		0			0	0	0	0	0	0																																																								0	0									
502849																																																																																																																																																								0	0	0	0				0	0	0	26882	0		5828		0			0	0	0	0	0	0																													2576																				0							0	0									
503547																																																																																																																																																								0	0	0	0				0	0	0	0	625		0		0			0	0	0	0	0	0																																																								0	0									
503640																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																													140544																				0							0	0									
504142																																																																																																																																																								0	0	0	0				0	0	0	67	0		74		0			0	0	0	0	0	0																																																								0	0									
504311																																																																																																																																																								0	0	0	0				0	0	0	28335	5400		206		0			0	0	0	0	0	0																																																								0	0									
504535																																																																																																																																																								0	0	0	0				0	0	0	0	6561		461		0			0	0	0	0	0	0																													0																				269							0	0									
504647																																																																																																																																																								0	0	0	0				0	0	0	2727	0		0		0			0	0	0	0	0	0																																																								0	0									
504713	484355	17262935	0	6585559	0	0	884335519	0	0	0	25183822	170056307	0	10366635	670955	1558936	333805	39507707	0	0	0	0	0	15948874	145800	0	0	0	7071262	68605977	0	152486	0	0	0	0	250000	0	0	0	93696346	537502	0	0	100492974	537502	0	0	274326	12593417	0	11251761	106660140	2888249	274326	1494142	3346604	2071036	0	346315	6358652	1852353	0	340738	298053	5889	848	24162	70403	1760	1027	129540	4627680	979331761	106300439	0	15	4044	573	9035	218909938	321830	181000	3935752	0	0	0	0	8689043	3306057	17262935	2365858	6549041	0	0	8870043	3306057	3935752	1487978	5964990	1244104	52700	116196	4075	296286	4437606	2136513	68933	242481	59990	1359926	0	0	2084649	1269058	0	0	647043	0	0	0	13494	0	0	0	1693	0	0	0	3072	0	0	0	0	0	0	0	0	0	0	0	0	1269058	0	0	665302	135145648	34910659	126161900	15219637	41256701																																																																																										
505550																																																																																																																																																								0	0	0	0				0	0	0	12581	0		0		1063			0	0	0	0	0	0																													353																				0							0	0									
505916																																																																																																																																																								0	0	0	0				0	0	0	2804	0		0		0			0	0	0	0	0	0																																																								0	0									
506922																																																																																																																																																								0	0	0	0	0	0	371739	0	0	0	744883	0	0	7880	0	83053	0	0	0	0	0	0	0	0	0	0	0	0	37473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66588	0	0	0	0	0	0	0	475800	0	0	0	0	0	0	0	0	0	0	0	18078	0	0	0	17527	0	0	0	0	0	185870	0	9	0	0	0	0	0	0	0	0	0	0	9763	0	
507068																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	169054	0	0	0	0	14531	0	0	0	0	0	0	0	14063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
507152																																																																																																																																																								0	0	0	0				0	0	0	17794	0		391		749			0	0	0	0	0	0																													1595																				0							0	0									
507349																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
507509																																																																																																																																																								0	0	0	0	0	0	134272	0	0	0	95938	14981	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	10527	0	0	0	0	0	0	0	0	0	0	0	2844	0	0	0	0	0	0	0	0	0	0	0	147642	0	0	0	0	0	0	0	0	0	0	0	3180	0	0	0	63	0	0	0	0	0	115386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
508270																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
508346																																																																																																																																																								13	44500	0	0				0	0	0	41268	11308		0		3687			0	0	0	0	0	0																													3472																				0							0	0									
508355																																																																																																																																																								0	13700	0	0				0	0	0	456	0		1384		0			0	0	0	0	0	0																																																								0	0									
509811																																																																																																																																																								0	16120	0	0	0	0	0	0	0	0	139735	0	0	25605	0	13720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
509857																																																																																																																																																								0	0	0	0				0	0	0	219	0		0		0			0	0	0	0	0	0																																																								0	0									
509950																																																																																																																																																								0	1262350	0	0	0	0	2501000	0	0	0	224672	0	0	12801	0	43857	0	0	0	0	0	0	0	0	555000	0	0	0	135971	0	0	0	60000	0	0	0	15000	0	0	0	135118	0	0	0	0	0	0	0	0	0	0	0	3402088	0	0	0	0	0	0	0	0	0	0	0	3397	0	0	0	961	0	0	0	0	0	2501000	0	4	0	0	0	0	0	0	0	0	0	0	58067	0	
510330																																																																																																																																																								0	0	0	0				0	0	0	1586	0		0		0			0	0	0	0	0	0																																																								0	0									
510648																																																																																																																																																								0	0	0	0				0	0	0	9419	0		360		0			0	0	0	0	0	0																													520																				0							0	0									
510871	61109	175000	0	0	0	0	8799	0	0	0	10518	893795	0	19359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16000	0	0	0	0	0	0	0	0	0	0	0	4718	0	0	0	0	0	0	0	0	0	0	0	29517	0	0	0	0	0	0	0	0	0	0	0	316	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62833	254183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	868739	25056	635394	61242	147593																																																																																										
510938																																																																																																																																																								0	0	0	0				0	0	0	4523	0		1174		0			0	0	0	0	0	0																																																								0	0									
510947																																																																																																																																																								0	0	0	0				0	0	0	0	0		23		0			0	0	0	0	0	0																																																								0	0									
511832																																																																																																																																																								0	0	0	0				0	0	0	0	0		1278		0			0	0	0	0	0	0																																																								0	0									
513256																																																																																																																																																								0	0	0	0	0	0	20000	0	0	0	6573	0	0	0		1610		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
513322																																																																																																																																																								10	0	0	0				0	0	0	1963	0		10		0			0	0	0	0	0	0																																																								0	0									
513340																																																																																																																																																								0	0	0	0				0	0	0	6657	0		0		148			0	0	0	0	0	0																																																								0	0									
513546																																																																																																																																																								0	0	0	0				0	0	0	3798	0		1935		0			0	0	0	0	0	0																																																								0	0									
513854																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		27			0	0	0	0	0	0																																																								0	0									
513920																																																																																																																																																								0	0	0	0				0	0	0	2369	0		0		0			0	0	0	0	0	0																																																								0	0									
514048																																																																																																																																																								0	50000	0	0				0	0	0	6093	0		1272		0			0	0	0	0	0	0																																																								0	0									
514057																																																																																																																																																								0	0	0	0				0	0	0	0	0		3		0			0	0	0	0	0	0																																																								0	0									
514066																																																																																																																																																								0	0	0	0				0	0	0	111757	14107		522		1411			0	0	0	0	0	40903																																																								0	0									
514132																																																																																																																																																								1845	0	0	0				0	0	0	5460	0		0		0			0	0	0	0	0	0																																																								0	0									
514356																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	0	0	0	0		120		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
514655																																																																																																																																																								0	0	0	0				0	0	0	2881	0		993		0			0	0	0	0	0	0																																																								0	0									
514936																																																																																																																																																								0	0	0	0				0	0	0	11938	0		22		0			0	0	0	0	0	0																																																								0	0									
515979																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
516154																																																																																																																																																								0	4650	0	0				0	0	0	0	0		116		0			0	0	0	0	0	0																																																								0	0									
516855																																																																																																																																																								0	0	0	0				0	0	0	3189	0		3718		0			0	0	0	0	0	0																																																								0	0									
516873																																																																																																																																																								0	0	0	0				0	0	0	200	0		75		0			0	0	0	0	0	0																																																								0	0									
517049																																																																																																																																																								0	150000	0	0				0	0	0	5647	0		3584		0			0	0	0	0	0	0																													1834																				0							0	0									
517357																																																																																																																																																								0	70714	0	0				0	0	0	3272	2101		7302		2119			0	0	0	0	0	0																													585																				0							0	0									
517441																																																																																																																																																								0	9200	0	0				0	0	0	2265	0		1275		0			0	0	0	0	0	0																																																								0	0									
517674																																																																																																																																																								0	65750	0	0				0	0	0	27815	8351		1322		0			0	0	0	0	0	0																																																								0	0									
518037																																																																																																																																																								0	0	0	0				0	0	0	56945	0		1673		0			0	0	0	0	0	0																																																								0	0									
518176																																																																																																																																																								0	3000	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																													275																				0							0	0									
518354																																																																																																																																																								0	0	0	0				0	0	0	0	1176		0		0			0	0	0	0	0	0																																																								0	0									
518877																																																																																																																																																								0	7330	0	0				0	0	0	933	0		337		0			0	0	0	0	0	0																																																								0	0									
519146																																																																																																																																																								0	27750	0	0				0	0	0	387	0		8		0			0	0	0	0	0	0																																																								0	0									
519360																																																																																																																																																								0	25000	0	0				0	0	0	0	0		1452		500			0	0	0	0	0	0																																																								0	0									
519445																																																																																																																																																								0	0	0	0				0	0	0	1820	0		514		0			0	0	0	0	0	0																																																								0	0									
519874																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
520003																																																																																																																																																								0	0	0	0				0	0	0	96341	0		6551		512			0	0	0	0	0	0																													34280																				0							0	0									
520423																																																																																																																																																								0	0	0	0				0	0	0	5352	0		0		0			0	0	0	0	0	0																																																								0	0									
520777																																																																																																																																																								0	0	0	0				0	0	0	12228	0		0		0			0	0	0	0	0	0																																																								0	0									
521064																																																																																																																																																								179	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
521158																																																																																																																																																								0	0	0	0				0	0	0	1943	0		224		0			0	0	0	0	0	0																													4102																				0							0	0									
521970																																																																																																																																																								0	0	0	0				0	0	0	6504	0		0		26			0	0	0	0	0	0																																																								0	0									
522034																																																																																																																																																								0	0	0	0				0	0	0	40	0		0		0			0	0	0	0	0	0																																																								0	0									
522454																																																																																																																																																								0	0	0	0				0	0	0	295	0		0		0			0	0	0	0	0	0																																																								0	0									
522605																																																																																																																																																								2258	241750	0	0	0	0	162190	0	0	0	118178	10581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10850	0	0	0	0	0	0	0	0	0	0	0	7467	0	0	0	0	0	0	0	0	0	0	0	180507	0	0	0	0	0	0	0	0	0	0	0	6191	0	0	0	3261	0	0	0	0	0	112190	16744	0	0	16744	0	0	0	0	0	0	0	0	330198	330198	
522669																																																																																																																																																								0	0	0	0				0	0	0	0	0		133		0			0	0	0	0	0	0																																																								0	63									
522753																																																																																																																																																								0	0	0	0				0	0	0	0	0		19		0			0	0	0	0	0	0																																																								0	0									
523161																																																																																																																																																								0	0	0	0				0	0	0	0	0		50		0			0	0	0	0	0	0																																																								0	0									
524579																																																																																																																																																								0	0	0	0				0	0	0	57635	171		0		0			0	0	0	0	0	0																													1841																				0							0	0									
524757																																																																																																																																																								158	0	0	0				0	0	0	805	0		0		0			0	0	0	0	0	0																																																								0	0									
524766																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	37	0	0	86		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
524953																																																																																																																																																								312	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
524971																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	39062	0	0	35		1213		0	0	0	0	0	0	0	0	0	0	0	642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
525053																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	8764	0	0	0		7704		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
525549																																																																																																																																																								0	158689	0	0				0	0	0	108778	66860		3399		3248			0	0	0	0	0	0																													85578																				0							53	0									
