"IDRSSD"	RCFD3543	RCFD3547	RCFDF240	RCFDF241	RCFDF242	RCFDF252	RCFDF253	RCFDF254	RCFDF261	RCFDF262	RCFDF263	RCFDF585	RCFDF589	RCFDF597	RCFDF601	RCFDF684	RCFDF686	RCFDF689	RCFDF692	RCFDF694	RCFDF697	RCFDG391	RCFDG392	RCFDG395	RCFDG396	RCFDG474	RCFDG475	RCFDG476	RCFDG477	RCFDG478	RCFDG479	RCFDG480	RCFDG481	RCFDG482	RCFDG483	RCFDG484	RCFDG485	RCFDG486	RCFDG487	RCFDG488	RCFDG489	RCFDG490	RCFDG491	RCFDG492	RCFDG493	RCFDG494	RCFDG495	RCFDG496	RCFDG497	RCFDG498	RCFDG499	RCFDG500	RCFDG501	RCFDG502	RCFDG503	RCFDG504	RCFDG505	RCFDG506	RCFDG507	RCFDG508	RCFDG509	RCFDG510	RCFDG511	RCFDG512	RCFDG513	RCFDG514	RCFDG515	RCFDG516	RCFDG517	RCFDG518	RCFDG519	RCFDG520	RCFDG521	RCFDG522	RCFDG523	RCFDG524	RCFDG525	RCFDG526	RCFDG527	RCFDG528	RCFDG529	RCFDG530	RCFDG531	RCFDG532	RCFDG533	RCFDG534	RCFDG535	RCFDG536	RCFDG537	RCFDG538	RCFDG539	RCFDG540	RCFDG541	RCFDG542	RCFDG543	RCFDG544	RCFDG545	RCFDG546	RCFDG547	RCFDG548	RCFDG549	RCFDG550	RCFDG551	RCFDG552	RCFDG553	RCFDG554	RCFDG555	RCFDG556	RCFDG557	RCFDG558	RCFDG559	RCFDG560	RCFDG561	RCFDG562	RCFDG563	RCFDG564	RCFDG565	RCFDG566	RCFDG567	RCFDG568	RCFDG569	RCFDG570	RCFDG571	RCFDG572	RCFDG573	RCFDG574	RCFDG575	RCFDG576	RCFDG577	RCFDG578	RCFDG579	RCFDG580	RCFDG581	RCFDG582	RCFDG583	RCFDG584	RCFDG585	RCFDG586	RCFDG587	RCFDG588	RCFDG589	RCFDG590	RCFDG804	RCFDG805	RCFDG806	RCFDG807	RCFDG808	RCFDG809	RCFDHT87	RCFDHT88	RCFDHT89	RCFDHT91	RCFDHT92	RCFDHT93	RCFDJA36	RCON3543	RCON3547	RCONF240	RCONF241	RCONF242	RCONF252	RCONF253	RCONF254	RCONF261	RCONF262	RCONF263	RCONF585	RCONF589	RCONF597	RCONF601	RCONF684	RCONF686	RCONF689	RCONF692	RCONF694	RCONF697	RCONG391	RCONG392	RCONG395	RCONG396	RCONG474	RCONG475	RCONG476	RCONG477	RCONG483	RCONG484	RCONG485	RCONG486	RCONG487	RCONG488	RCONG489	RCONG490	RCONG491	RCONG492	RCONG493	RCONG494	RCONG495	RCONG496	RCONG497	RCONG498	RCONG499	RCONG500	RCONG501	RCONG502	RCONG503	RCONG504	RCONG505	RCONG506	RCONG512	RCONG513	RCONG514	RCONG515	RCONG516	RCONG517	RCONG518	RCONG519	RCONG520	RCONG531	RCONG532	RCONG533	RCONG534	RCONG535	RCONG536	RCONG537	RCONG538	RCONG539	RCONG540	RCONG541	RCONG542	RCONG543	RCONG544	RCONG545	RCONG546	RCONG547	RCONG548	RCONG549	RCONG550	RCONG551	RCONG552	RCONG553	
2881445																																																																																																																																																																																																																																																	
2882983																																																																																																																																																																																																																																																	
2887399																																																																																																																																																																																																																																																	
2889227																																																																																																																																																																																																																																																	
2891622																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		77932	0	0	0	0	92850	49937	0	717401	0	0	717401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	938120	0	92850	767338	77932	0	0	0	0	0	0	0	0	0	500	0	0	0	500	71549				71549	6383				6383									
2897633																																																																																																																																																																																																																																																	
2901558																																																																																																																																																																																																																																																	
2903123																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		408	0	0	408	0	84342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84750	0	84342	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
2905761																																																																																																																																																																																																																																																	
2907019																																																																																																																																																																																																																																																	
2907439																																																																																																																																																																																																																																																	
2912750																																																																																																																																																																																																																																																	
2913702																																																																																																																																																																																																																																																	
2914268																																																																																																																																																																																																																																																	
2914727																																																																																																																																																																																																																																																	
2915461																																																																																																																																																																																																																																																	
2916534																																																																																																																																																																																																																																																	
2916963																																																																																																																																																																				0	0	0							0			0																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2917184																																																																																																																																																																																																																																																	
2917317																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		135720	0	0	106796	0	0	30683	978069	16482	0	0	16482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1160954	0	0	153961	1006993	0	0	0	0	0	0	0	0	0	102949	0	0	102949	0						106796			106796										
2919898																																																																																																																																																																																																																																																	
2920287																																																																																																																																																																																																																																																	
2920773																																																																																																																																																																																																																																																	
2921211																																																																																																																																																																																																																																																	
2921622																																																																																																																																																																																																																																																	
2921659																																																																																																																																																																																																																																																	
2925620																																																																																																																																																																																																																																																	
2925666																																																																																																																																																												80907	81837	0	0	0	0	0	0				0	0	0	0	0	0		0	0		244807	47719	0	186341	0	0	4907669	13197	0	0	0	0	0	0	0	0	0	0	917	0	81824	0	0	0	0	0	0	5246580	48636	0	5175834	119382	0	0	81837	0	0	0	0	0	0	121243	0	0	121243	0						127321	47719		175040		106185				106185				
2929392																																																																																																																																																																																																																																																	
2938198																																																																																																																																																												13514	13472	0	0	0	0	0	0				0	0	0	0	0	0		0	0		2724	0	0	2722	0	854	493688	6803	0	0	0	0	0	0	0	0	0	0	0	0	13514	0	0	0	0	0	0	517583	0	854	509924	6805	0	0	13472	0	0	0	0	0	0	23878	0	0	23878	0	2				2	2722			2722										
2938769																																																																																																																																																																																																																																																	
2939001																																																																																																																																																																																																																																																	
2939391																																																																																																																																																																																																																																																	
2941068																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		263	0	0	0	0	3546	794334	5603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	803746	0	3546	794334	5866	0	0	0	0	0	0	0	0	0	0	0	0	0	0											211				211				
2943615																																																																																																																																																																																																																																																	
2947556																																																																																																																																																																																																																																																	
2948058																																																																																																																																																																																																																																																	
2948423																																																																																																																																																																																																																																																	
2949970																																																																																																																																																																																																																																																	
2953418																																																																																																																																																																																																																																																	
2954059																																																																																																																																																												0	0	0	0	0	0	0	0				35187	0	38735	0	0	0		0	0		0	0	0	0	0	9001	85964	0	35187	0	0	35187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130152	0	9001	121151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
2954497																																																																																																																																																																																																																																																	
2958972																																																																																																																																																																																																																																																	
2960555																																																																																																																																																																																																																																																	
2960788																																																																																																																																																																																																																																																	
2963266																																																																																																																																																																																																																																																	
2963275																																																																																																																																																																																																																																																	
2963864																																																																																																																																																																																																																																																	
2967796																																																																																																																																																																																																																																																	
2970657																																																																																																																																																												10176	10190	0	0	0	0	0	0				0	0	0	0	0	0		0	0		854	0	0	854	0	94573	107606	16138	0	0	0	0	0	0	0	0	0	0	0	0	10176	0	0	0	0	0	0	229347	0	94573	118636	16138	0	0	10190	0	0	0	0	0	0	12060	0	0	12060	0						854			854										
2973041																																																																																																																																																																																																																																																	
2973386																																																																																																																																																																																																																																																	
2980209																																																																																																																																																												0	0	0	0	0	4841000	4841000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7000	2000	0	9000	0	1442000	180000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1629000	2000	1442000	189000	0	0	0	0	0	0	0	0	0	0	4841000	2000	0	4843000	0	0	0	0	0	0	1000	2000	0	3000	0	6000	0	0	6000	0	0	0	0	
2986407																																																																																																																																																												3355	3355	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	274440	0	0	0	0	0	0	0	0	0	0	0	0	0	3355	0	0	0	0	0	0	277795	0	0	277795	0	0	0	3355	0	0	0	0	0	0	3355	0	0	3355	0																			
2989006																																																																																																																																																																																																																																																	
2992547																																																																																																																																																																																																																																																	
2997216																																																																																																																																																																																																																																																	
2997748																																																																																																																																																																																																																																																	
2998576																																																																																																																																																																																																																																																	
3005097																																																																																																																																																																																																																																																	
3010363																																																																																																																																																																																																																																																	
3015939																																																																																																																																																																																																																																																	
3016347																																																																																																																																																																																																																																																	
3017081																																																																																																																																																																																																																																																	
3019982																																																																																																																																																																																																																																																	
3020447																																																																																																																																																																																																																																																	
3022610																																																																																																																																																																																																																																																	
3025929																																																																																																																																																																																																																																																	
3027763																																																																																																																																																																																																																																																	
3029253																																																																																																																																																																																																																																																	
3029589																																																																																																																																																												586	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		269866	73	0	269939	0	0	65231	0	0	0	0	0	0	0	0	0	0	0	0	0	586	0	22362	0	0	22362	0	358045	73	0	358118	0	0	0	0	0	0	0	0	0	0	280726	73	0	280799	0						269866	73		269939										
3032833																																																																																																																																																																																																																																																	
3034257																																																																																																																																																																																																																																																	
3039636																																																																																																																																																																																																																																																	
3040418																																																																																																																																																																																																																																																	
3041358																																																																																																																																																																																																																																																	
3042234																																																																																																																																																																																																																																																	
3045383																																																																																																																																																																																																																																																	
3047659																																																																																																																																																																																																																																																	
3048487																																																																																																																																																																																																																																																	
3049635																																																																																																																																																																																																																																																	
3052813																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	121371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121371	0	0	121371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
3066025									0	0	0							0			0																																																																			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																			
3067929																																																																																																																																																																																																																																																	
3068579																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	258812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258812	0	0	258812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
3070545																																																																																																																																																																																																																																																	
3075474																																																																																																																																																																																																																																																	
3076220																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	699587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	699587	0	0	699587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
3076248																																																																																																																																																												7624	7624	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	343276	0	0	0	0	0	0	0	0	0	0	0	0	0	7624	0	0	0	0	0	0	350900	0	0	350900	0	0	0	7624	0	0	0	0	0	0	7624	0	0	7624	0																			
3076453																																																																																																																																																																																																																																																	
3076604																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	111075	45075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156150	0	111075	45075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
3089752																																																																																																																																																																																																																																																	
3090833																																																																																																																																																																																																																																																	
3102893																																																																																																																																																																																																																																																	
3103591																																																																																																																																																																																																																																																	
3109043																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	7039	0	6449	0	0	109714	0	0	0	0	0	0	0	0	0	0	0	4432	0	4432	0	0	0	0	0	0	109714	11471	0	120595	590	4432	0	4432	0	0	0	0	0	0	0	4432	0	4432	0							6449		6449										
3109146																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		30743	0	0	30743	0	242672	0	0	106979	0	0	0	106979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380394	0	242672	30743	106979	0	0	0	0	0	0	0	0	0	20190	0	0	20190	0						30743			30743										
3110197																																																																																																																																																																																																																																																	
3116519																																																																																																																																																																																																																																																	
3120646																																																																																																																																																																																																																																																	
3120897																																																																																																																																																																																																																																																	
3122994																																																																																																																																																																																																																																																	
3125315																																																																																																																																																																																																																																																	
3125557																																																																																																																																																																																																																																																	
3128923																																																																																																																																																																																																																																																	
3134399																																																																																																																																																																																																																																																	
3134698																																																																																																																																																																																																																																																	
3138146																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		1366337	21504	0	233325	0	6456865	9280136	0	1976853	0	0	1974296	2557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19080191	21504	6456865	11487757	1157073	0	0	0	0	0	0	0	0	0	28247	21504	0	47579	2172	1144894				1144894														
3139321																																																																																																																																																																																																																																																	
3140822																																																																																																																																																																																																																																																	
3141726																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	288026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288026	0	0	288026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
3145797																																																																																																																																																																																																																																																	
3146150	0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		6465	0	5568	897	0	0	236444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242909	0	5568	237341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5976	0	5568	408	0						6465		5568	897																						5976		5568	408																						0	5976	0	5568	408	0	0	0	0	0	0	0	236444																																																																																						
3148613																																																																																																																																																																																																																																																	
3150205																																																																																																																																																																																																																																																	
3150447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	0	0	2000	0	0	82138000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82140000	0	0	82140000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	0	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82138000																																																																																						
3153233																																																																																																																																																																																																																																																	
3153297																																																																																																																																																																																																																																																	
3158546																																																																																																																																																																																																																																																	
3160978																																																																																																																																																																																																																																																	
3165357																																																																																																																																																																																																																																																	
3166699																																																																																																																																																																																																																																																	
3174920																																																																																																																																																																																																																																																	
3180136																																																																																																																																																																																																																																																	
3184228																																																																																																																																																																																																																																																	
3185579																																																																																																																																																																																																																																																	
3185896																																																																																																																																																																																																																																																	
3187630																																																																																																																																																												0	0	0	0	0	0	0	0				132147	0	145054	0	0	0		0	0		0	0	0	0	0	1325696	101038	5316	123073	0	0	0	123073	18252	0	0	0	18252	0	0	0	0	0	0	0	0	0	1573375	0	1325696	101038	146641	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
3189063																																																																																																																																																																																																																																																	
3194692																																																																																																																																																																																																																																																	
3199811																																																																																																																																																																																																																																																	
3202702																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	1265000	8628000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9893000	0	1265000	8628000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
3212149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4271	0	4271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4271																																																																																						
3212402																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	148009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148009	0	0	148009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
3213333																																																																																																																																																																																																																																																	
3213735																																																																																																																																																																																																																																																	
3214059																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	308661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308661	0	0	308661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
3216017																																																																																																																																																												4923	4908	0	0	0	0	0	0				0	0	0	0	0	0		0	0		808	0	0	808	0	2096	135416	772	0	0	0	0	0	0	0	0	0	0	0	0	4923	0	0	0	0	0	0	144015	0	2096	141147	772	0	0	4908	0	0	0	0	0	0	11833	0	0	11833	0						808			808										
3216316																																																																																																																																																																																																																																																	
3217331																																																																																																																																																																																																																																																	
3217957																																																																																																																																																																																																																																																	
3219269																																																																																																																																																																																																																																																	
3220863																																																																																																																																																																																																																																																	
3221468																																																																																																																																																												0	0	0	0	0	0	0	0				17029	0	15769	0	0	0		0	0		44981	0	0	44981	0	9750	1172122	0	55780	0	0	55780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1282633	0	9750	1272883	0	0	0	0	0	0	0	0	0	0	82112	0	0	82112	0						44981			44981										
3223305																																																																																																																																																																																																																																																	
3223408																																																																																																																																																																																																																																																	
3223417																																																																																																																																																																																																																																																	
3224302																																																																																																																																																																																																																																																	
3224375																																																																																																																																																																																																																																																	
3224478																																																																																																																																																																																																																																																	
3224580																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	14831	95513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110344	0	14831	95513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
3228908																																																																																																																																																																																																																																																	
3229875																																																																																																																																																																																																																																																	
3232204																																																																																																																																																																																																																																																	
3232370																																																																																																																																																																																																																																																	
3235410																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	212146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212146	0	0	212146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
3243282																																																																																																																																																																																																																																																	
3247589																																																																																																																																																																																																																																																	
3248849																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	57105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57105	0	0	57105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
3253834																																																																																																																																																																																																																																																	
3254297																																																																																																																																																																																																																																																	
3262788																																																																																																																																																																																																																																																	
3267738																																																																																																																																																																																																																																																	
3268173																																																																																																																																																																																																																																																	
3268249																																																																																																																																																																																																																																																	
3270046																																																																																																																																																																																																																																																	
