"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1403	RCFD1406	RCFD1407	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDHK26	RCFDHK27	RCFDHK28	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1403	RCON1406	RCON1407	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON5380	RCON5381	RCON5382	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONHK26	RCONHK27	RCONHK28	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK102	RCONK103	RCONK104	RCONK105	RCONK106	RCONK107	RCONK108	RCONK109	RCONK110	RCONK111	RCONK112	RCONK113	RCONK114	RCONK115	RCONK116	RCONK117	RCONK118	RCONK119	RCONK120	RCONK121	RCONK122	RCONK123	RCONK124	RCONK125	RCONK126	RCONK127	RCONK128	RCONK130	RCONK131	RCONK132	RCONK138	RCONK139	RCONK140	RCONK213	RCONK214	RCONK215	RCONK216	RCONK217	RCONK218	RCONK257	RCONK258	RCONK259	RCONK274	RCONK275	RCONK276	RCONK277	RCONK278	RCONK279	RCONK280	RCONK281	RCONK282	
481159																																																																																															1194	0	3549							6760	1470	0	0	0	0	107	0	114	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2601	0				53	0	0	0	489	0	116	0	0	0	2608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
481177																																																																																															0	0	0	0	0	0	0	0	0	5007	1872	0	0	0	0	116	0	3258	387	0	630	0	0	0	0	0	0	0	0	0	0	0	25	465	0	393	0	0	0	0	0	0	0	0	0	0	0	0	162	0	19	0	0	0	3103	0	0	0	0	0	0	0	0	0	0	609	96	0	0	521	180	0	0	0	0	0	0	0	0	2727	0	0	1989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
481430																																																																																															0	0	0							6101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6101	0				0	0	0	0	0	0	0	0	0	0	0	6101	0	0	0	0	0	6101	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6101							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
481579																																																																																															0	0	0							83	602	249	0	0	0	602	249	83	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
481627																																																																																															0	0	0							1691	4537	0	0	0	0	408	0	195	0	0	0	0	0	0	0	0	0				0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	789	0	0	0	0	0	2816	0				0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	2699	0	654	641	0	219	0	0	0	0	0	0	0	0	0	0	0	0	
481748																																																																																															0	0	0							206	279	450	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	215	256	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	28	11	5	36	64	23	0	0	0	0	0	0	0	0	0	0	0	0	
481944																																																																																															0	0	0							2332	694	44				0	0	785	342	0	0	0	0	207	0	0	0				69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	55	0	6	0	0	0	202	0				0	0	0	0	0	0	0	0	0	0	236	793	0	0	0	0	0	1010	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	793							0	0	10	0	0	0				154	44	69	68	0	60	0	0	0	0	0	0	0	0	0	0	0	0	
482053																																																																																															0	0	0							7	281	0	0	0	0	10	0	0	271	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	7	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
482156																																																																																															0	0	0							98	432	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	177				249	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	21	0	134	0	0	0	0	0	40	0				0	0	0	0	0	0	0	0	0	0	0	37	0	0	21	0	0	58	0	0	77	0	0	58	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37							0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
482370																																																																																															0	0	0							0	0	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
482446																																																																																															0	0	0							1371	510	0	0	0	0	0	0	70	0	0	0	26	0	0	0	0	0				74	0	0	99	0	202	0	0	0	0	0	0	0	0	0	0	0	0	243	0	49	0	0	0	1372	0				0	0	0	0	0	0	0	0	0	0	0	1092	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	202	0	0	0	0	0	202	0	0	7	19	0	0	0	0	70	0	0	0	0	0	0	0	0	0	
483274																																																																																															0	0	0							210	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				75	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	454	0	0	0	0	0	47	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
483537																																																																																															0	0	0							1436	109	0				31	0	45	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	28	0	0	0	0	0	0	0				0	44	0	0	0	1081	0	0	0	0	0	0	0	0	0	7	0	64	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	19	0	0	0				0	0	19	6	0	0	7	0	45	0	0	0	0	0	19	0	0	0	
483751																																																																																															0	0	0							618	4814	1	0	0	0	43	0	0	372	0	134	0	0	0	0	0	0				0	0	0	122	1	0	0	0	0	0	0	0	0	0	0	0	475	0	666	0	0	0	0	0	491	0				0	0	0	0	0	0	95	3500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	14	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
484057																																																																																															0	0	0							335	698	0	26	33	0	371	0	296	0	0	0	0	0	0	0	0	0				0	0	0	33	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0				0	46	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	26	0	0	0	0	0	26	138	0	13	9	0	0	0	0	119	0	0	0	0	0	0	0	0	0	
484776																																																																																															0	0	6							1902	215	0				7	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	184	0				0	0	0	0	0	81	30	0	0	0	0	1815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
485054																																																																																															0	0	0							0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
485139																																																																																															0	0	0							74	1594	15				146	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	517	0	0	0	0	0	74	0				0	0	0	0	0	0	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				13	0	0	400	15	0	0	0	0	0	0	0	0	0	0	0	0	0	
485214																																																																																															0	0	0							0	706	0				0	0	0	6	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	700	0	0	0	0	0	90	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
485456																																																																																															0	0	0							44	316	13	0	0	0	46	0	31	0	0	0	0	0	0	0	0	0				0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	12	0	248	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	3	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
485559																																																																																															6879	0	0	0	0	0	0	0	0	577381	102047	15647	0	0	0	16200	1649	101782	0	0	0	286	0	825	0	0	0	0	0	0	9498	3013	46853	469	0	22638	0	336	0	1006	1071	0	0	0	0	3558	96981	3560	50951	9914	371	0	11255	9652	261884	1490	0	0	0	240	41	0	0	0	12307	11352	3257	0	0	67077	223619	8	263	3132	130	263	16123	10240	9163	3067	9132	6998	3067	1108	2165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	96	0	11259	0	0	0	26	0	1398	0	0	0	0	0	0	3	0	11	1494	0	1728	96	0	11259	0	0	0	0	0	0	0	0	0	
487142																																																																																															0	0	0							109	844	0				23	0	6	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	580	0	0	0	0	0	46	0				0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				130	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
487357																																																																																															0	0	0	0	0	0	0	0	0	1756	1396	97	0	0	0	13	0	0	94	0	12	0	0	0	0	0	0	0	0	0	0	0	35	10	0	12	0	0	0	0	0	0	0	0	0	0	1632	10	985	91	0	0	0	0	707	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	6	51	133	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
488318	0	0	0	0	0	0	0	0	0	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						0	0	0	0	0	0							0	0	0														455	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										0	0	0																						
488420																																																																																															0	0	0							49	1479	68				0	0	0	315	0	0	0	0	0	0	0	0				58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	756	60	0	0	0	0	0	0				0	13	0	0	0	0	298	0	0	0	0	0	0	0	49	0	0	49	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	39	8	0	0	0	0	0	0	0	0	0	0	0	0	0	
488653																																																																																															0	0	0							195	4353	61				0	0	187	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2381	0	1297	0	0	0	0	0				400	0	0	0	0	0	275	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	
488756																																																																																															0	0	0							285	814	63	80	87	5	25	0	0	702	0	139	0	0	0	0	0	0				0	0	0	87	5	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	
489155																																																																																															0	0	0							0	81	24	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
489249																																																																																															0	0	0							111	596	226	0	0	0	0	0	23	14	0	0	0	0	0	0	0	0				0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	54	0	100	176	9	0	0	0	34	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	32	0	0	401	50	34	0	0	0	0	0	0	0	0	0	0	0	0	
489548																																																																																															0	0	0							5307	1741	655	0	0	0	762	0	1199	0	0	0	0	0	3921	0	0	0				0	0	0	0	30	0	0	0	0	55	0	0	0	0	0	0	103	57	292	0	0	0	0	0	4124	650				0	0	0	0	0	0	71	0	287	0	16	0	4	0	0	758	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	509	337	11	52	1	0	754	0	0	0	0	0	0	0	0	0	0	0	
489623																																																																																															51	0	40	0	0	0	0	0	0	71353	24087	1377	251	25	0	3130	0	17964	0	0	523	0	0	1389	0	0	0	0	0	0	174	0	1031	30	0	8770	0	0	0	0	0	0	0	0	0	0	15351	289	9055	492	226	79	0	0	32191	0	0	0	0	0	219	0	0	150	62	467	2548	0	0	16615	6958	19	0	500	19	0	10351	83	0	161	71	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2496	0	0	0	0	0	1407	0	0	0	0	0	5948	0	0	0	0	0	127	5191	605	1609	2996	201	602	0	0	1407	0	0	0	0	0	0	0	0	0	
490179																																																																																															0	0	0							214	712	0				0	0	0	0	0	0	0	0	214	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	0	0	0	0	0	214	0				0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
490348																																																																																															0	0	0							3069	1419	20	17	103	0	402	0	137	0	0	1009	0	0	0	0	0	0				0	0	0	103	0	17	0	0	0	4	20	0	0	0	0	0	335	0	451	0	0	0	0	0	1141	0				112	0	0	0	0	0	0	0	0	0	1075	420	0	0	72	0	0	792	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	720	0	0	0							0	0	0	0	0	0	0	0	0	51	0	47	296	0	29	0	0	0	0	0	0	0	0	0	0	0	0	
490450																																																																																															0	0	0							25	1824	0	0	0	0	733	0	0	0	0	0	0	0	0	0	0	0				4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	303	0	0	0	0	0	0	0				780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
490843																																																																																															0	0	0							269	383	641	205	0	0	1	0	0	0	450	12	0	0	0	0	0	0				0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	52	0	322	181	0	0	0	0	0	0				0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	3	2	0	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	
490955																																																																																															0	0	0							106	3	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
491224	0	0	36000	148000	8000	350000	2000	0	1000	1141000	587000	152000	4000	2000	0	5000	2000	0	0	0	0	0	0	0	0	0	0	0	0	18000	26000	1000	1000	26000	0	4000	2000	0	0	0	0	566000	0	0	0	0	47000	1000	34000	5000	11000	226000	11000	7000	19000	9000	4000	14000	2000	3000	1000	28000	0	50000	3000	0	105000	0	0	0	0	0	1000	0	0	0	11000	0	6000	3000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0																			0	0	1000	30000	13000	3000							18000	0	23000														110000	8000	169000	9000	1000	0								2000	74000	0	0	2000	1000	49000	9000	1000	91000	65000	531000	2000	1000	14000																0	0	0	0	0	0	0	0	1000	0	0	5000	0	10000	100000										0	0	0																						
491402																																																																																															0	0	0							62	1757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	1712	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	25	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
491653																																																																																															0	0	0							0	86	0				8	0	0	0	0	0	0	0	0	0	0	0				0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				7	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
491934																																																																																															0	0	0							6669	6813	41	1	5	0	483	0	2519	111	0	193	0	0	0	0	0	0				134	0	23	5	0	1	0	0	0	0	0	0	0	0	0	0	1568	540	4774	0	91	0	0	0	2246	0				0	4	0	0	0	54	960	0	0	0	1274	427	0	0	9	0	0	436	1001	0	3016	757	0	2309	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	18	0	2	233	41	68	0	0	427	0	0	0	0	0	0	0	0	0	
492650																																																																																															0	117	0	0	0	0	0	0	0	5918	16416	355	1988	1785	0	791	238	79	995	0	252	5512	0	0	0	0	0	0	0	0	323	0	257	1785	0	1988	0	0	0	0	0	0	0	0	0	0	1073	0	1006	0	0	0	0	0	3352	0	0	0	0	904	0	0	0	220	0	0	4995	0	0	0	2041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	3	77	0	5	0	0	0	0	0	0	0	0	0	0	0	0	
492810																																																																																															0	0	0							215	478	58				0	0	0	186	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	287	0	0	0	0	0	215	0				0	0	0	0	0	6	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				4	6	0	1	0	19	0	0	0	0	0	0	0	0	0	0	0	0	
493077																																																																																															0	0	0							508	220	0				0	0	0	0	0	0	0	0	0	0	0	0				15	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	499	0	205	0	0	0	0	0	180	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
493152																																																																																															0	0	0							0	3267	156	0	2724	0	161	120	0	0	0	0	0	0	0	0	0	0				0	0	0	2730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	69	0	0	114	36	0	0	0	0	0	0	0	0	0	0	0	0	0	
493741																																																																																															0	0	0							0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0				0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
493844																																																																																															0	0	0							5599	947	3110	0	0	0	315	3103	497	0	7	3237	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1790	75	530	0	65	0	0	0	0	0				0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
494261																																																																																															0	0	0	0	0	0	0	0	0	162625	36313	0	23	102	0	4083	0	20983	0	0	0	227	0	934	0	0	0	0	0	0	188	0	650	194	0	23	0	0	0	0	0	0	0	0	0	45556	70488	0	25680	0	0	0	11187	0	161052	57067	0	0	0	3230	0	0	0	6249	0	163	0	0	0	34642	27856	0	0	2585	0	0	8588	0	0	19687	0	0	18470	0	0	0	0	0	0	0	0	2138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3851	0	0	0	0	0	14	0	0	0	0	0	0	104	0	103	2444	0	697	0	0	3851	0	0	0	0	0	0	0	0	0	
494654																																																																																															0	0	0							1168	5425	781	0	0	0	0	781	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	822	0	0	0	0	0	0	0	1140	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	5351	0	346	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
495419																																																																																															0	0	0							1412	863	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0				162	0	17	11	2	0	0	0	0	0	0	0	0	0	0	0	513	84	591	0	0	0	0	0	682	0				0	0	0	0	0	0	0	0	0	0	88	595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	12	0	58	87	0	51	0	0	0	0	0	0	0	0	0	0	0	0	
